business_name,category_desc,street,city,post_code,latitude,longitude,reviews_count,review_score,hygiene_score,place_id,BusinessName,PostCode,RatingValue,compare_name,compare_post
Nando's Park Royal,"Restaurant, Chicken restaurant, Delivery service, Delivery Restaurant, Portuguese restaurant, South African restaurant","Unit 1, Royale Leisure Park, Kendal Ave",London,W3 0XA,51.525137,-0.280122,2618,4.1,,ChIJBzzUL_gRdkgRG7_RlHF0NFk,,,,,
Spice Shack,"Restaurant, Indian restaurant, Takeout Restaurant",63 Park Royal Rd,London,NW10 7JJ,51.5294636,-0.268152,398,4.3,,ChIJ6VehZu4RdkgRAGsYd0tMRrQ,Spice Shack,NW10 7JJ,5,,
Mama restaurant & cafe,Restaurant,73 Old Oak Common Ln,London,W3 7DD,51.514759,-0.2495403,22,4.9,,ChIJD59WhGoRdkgR3TUET60CtjA,,,,,
Gorilla Grill,Restaurant,Unit 101 Portal Way,London,W3 6RT,51.5204382,-0.2622306,0,,,ChIJQ5Pc0OYRdkgRZcr6JMno4Ms,,,,,
A TO Z RESTAURANT,Restaurant,150 Horn Ln,London,W3 6PG,51.514316,-0.2689659,0,,,ChIJO-E4Zx0OdkgRWhlXlfF9jf8,,,,,
Giant's Diner,"Restaurant, Breakfast restaurant",Hythe Rd,London,NW10 6RS,51.527268,-0.2394936,45,3.2,,ChIJC6l-t80RdkgRNvU8MsMYTsY,,,,,
Nova Park Royal,"Steak house, Hookah bar, Restaurant, Sushi restaurant",Kendal Ave,London,W3 0PA,51.5251409,-0.2797155,1070,3.9,,ChIJ90-NjYIRdkgRRUjhgPAmptA,,,,,
The Balti House,"Indian restaurant, Indian takeaway",212 Horn Ln,London,W3 6PL,51.5164605,-0.2672038,309,4.5,,ChIJOTHQW-IRdkgR6QLyuA5CIzk,,,,,
Elite Restaurant,Restaurant,860a Coronation Rd,London,NW10 7PS,51.5279464,-0.2773599,53,3.7,,ChIJT5CRDDERdkgRhIVQtO8FQhY,,,,,
Flames Express,Fast food restaurant,26-28 Standard Rd,London,NW10 6EU,51.5284514,-0.2629041,94,4.8,,ChIJ_fXPrfgRdkgRD9jmMetuEdI,Flames Express,NW10 6EU,5,,
Al Enam,"Middle Eastern restaurant, Caterer, Restaurant","Acton Business Centre, School Rd",London,NW10 6TD,51.5262396,-0.2583105,1345,4.3,,ChIJg4wor8IRdkgRSx6PV5ApONI,Al Enam,NW10 6TD,5,,
Hamadia Restaurant and Sweet,"Chicken restaurant, Restaurant","Unit 6, 26-28 Standard Rd",London,NW10 6EU,51.5286261,-0.2630968,82,4.4,,ChIJ48DzL0ARdkgRJLc5kqmcsBM,,,,,
Dong yuan,Asian restaurant,10 School Rd,London,NW10 6TD,51.5254073,-0.2580441,5,4.2,,ChIJT9eorUkRdkgRaVOsHKvDZRs,,,,,
Old Oak Cafe,"Breakfast restaurant, Lunch restaurant",2 Victoria Rd,London,NW10 6EG,51.5280838,-0.2505452,168,4.3,,ChIJY6O3VsQRdkgRSNFqY3LUYzM,Old Oak Cafe,NW10 6EG,3,,
East Garden Restaurant,Chinese restaurant,"Acton Business Centre, School Rd",London,NW10 6TD,51.5259206,-0.2583212,0,,,ChIJGfuT9SsRdkgRyDexY-UAVQM,,,,,
Magic Wok,"Fast food restaurant, Chinese takeaway, Takeout Restaurant",94 Old Oak Common Ln,London,W3 7DA,51.5149287,-0.2491041,122,4,,ChIJsynziScOdkgRrBY6oAIEziM,Magic Wok,W3 7DA,4,,
Yasmina Restaurant and Bakery,Lebanese restaurant,18 Western Ave,London,W3 7TZ,51.514152,-0.250375,400,4.4,,ChIJfd6AcCcOdkgRYYBrbio5RNM,,,,,
Yo Yo Kitchen,"Japanese restaurant, Fast food restaurant","4 Station Parade, Noel Rd",London,W3 0DS,51.5175998,-0.2809648,244,4.7,,ChIJe4lODP8RdkgR35mZZuiEjt4,,,,,
Spicy bite Burger and Grill,"Hamburger restaurant, Fried chicken takeaway, Kebab shop",196A Du Cane Rd,London,W12 0BJ,51.5156195,-0.2438934,4,2,,ChIJkx8KNMYRdkgRaXnSv0EhGm0,,,,,
Miod Malina Restaurant,"Polish restaurant, Restaurant",315 Horn Ln,London,W3 0BU,51.518849,-0.2658906,837,4.7,,ChIJj_ba6eMRdkgRCcGYEmMZWP0,Miod Malina Restaurant,W3 0BU,5,,
Manuel's Italian and Mediterranean Restaurant and Bar,"Mediterranean restaurant, Bar, Italian restaurant",129 Gipsy Hill,London,SE19 1QS,51.4277105,-0.0861663,274,4.7,,ChIJs6U87FYBdkgRxBz2KGVcwiw,,,,,
Cafe Castelo restaurant,Restaurant,369 Norwood Rd,London,SE27 9BQ,51.4398236,-0.1060675,460,4.3,,ChIJ-bmkyBoEdkgRh8NVVlvKUrM,,,,,
The Garden,"Italian restaurant, Cocktail bar, Pizza restaurant, Restaurant, Tapas bar",31 Knights Hill,London,SE27 0HS,51.430771,-0.1042265,259,4.7,,ChIJU0V7HqgGdkgRuVaYNXWwtqI,,,,,
Efes Restaurant,"Turkish restaurant, Bar",336 Norwood Rd,London,SE27 9AF,51.4349376,-0.1040087,187,4.3,,ChIJZwL2QAMEdkgRQhYKBetv7hw,Efes Restaurant,SE27 9AF,4,,
Good Tings Caribbean Grill,Caribbean restaurant,184 Tulse Hill,London,SW2 3BU,51.4411102,-0.1074427,45,3.8,,ChIJ51glv9QFdkgRhnkIm7cYBZU,,,,,
Bayou New Orleans Kitchen,New American restaurant,28 Beadman St,London,SE27 0DJ,51.4299114,-0.1031067,3,4.7,,ChIJk7sHl9AHdkgRJkyis4i5-4Y,,,,,
Siam Niyom,Thai restaurant,347 Norwood Rd,London,SE27 9BQ,51.4406823,-0.1059497,318,4.6,,ChIJT_E8Kh4FdkgRbtfcTIUHxFM,Siam Niyom,SE27 9BQ,5,,
Four Hundred Rabbits,"Pizza restaurant, Beer store, Ice cream shop, Pizza Takeout",521 Norwood Rd,London,SE27 9DL,51.4348293,-0.1037121,198,4.4,,ChIJN6pVHscFdkgRuwwmIUygJ_A,Four Hundred Rabbits,SE27 9DL,5,,
Xquisite,Restaurant,12 Station Rise,London,SE27 9BW,51.4399055,-0.1058054,8,3.5,,ChIJS3J5yRoEdkgRNtS1Uq1Q0nE,,,,,
Iberico,Restaurant,519 Norwood Rd,London,SE27 9DL,51.43486,-0.1037923,372,4.2,,ChIJGXS2agMEdkgRbWDujkUEKfA,Iberico,SE27 9DL,3,,
Pizza Napolitana,"Italian restaurant, Fast food restaurant, Pizza restaurant, Pizza Takeout",36 Norwood High St,London,SE27 9NR,51.430572,-0.1020269,11,4.3,,ChIJN3FS0akGdkgRsJxSAPqncCI,,,,,
Delly's West Norwood,Caribbean restaurant,3 Hannen Rd,London,SE27 0DT,51.4320564,-0.1037109,65,3.6,,ChIJ-faplQIEdkgRfy9-F5sJAVA,,,,,
Sorrento,"Restaurant, Cafe",376 Norwood Rd,London,SE27 9AA,51.433837,-0.10384,255,4.5,,ChIJQ41SIQMEdkgRhA61Ts5wqzU,Sorrento,SE27 9AA,3,,
Thai Duck Deli,"Restaurant, Cafe, Charcuterie, Thai restaurant",461 Norwood Rd,London,SE27 9DQ,51.4366589,-0.1046595,163,4.9,,ChIJZ7V_pQQEdkgRQNk_Ps3ULNQ,Thai Duck Deli,SE27 9DQ,3,,
Lal Baag,"Indian restaurant, Asian restaurant, Fast food restaurant, Fish & chips restaurant, Fish and chips takeaway, Indian takeaway, Takeout Restaurant, Restaurant",8 Knights Hill,London,SE27 0HY,51.4331029,-0.1039049,114,3.9,,ChIJgRS8wwIEdkgRjE5o9ZsIPBI,,,,,
Tickle Me,"Caribbean restaurant, Cafe, Takeout Restaurant, Restaurant",56 Knights Hill,London,SE27 0HY,51.4313564,-0.1042822,334,3.7,,ChIJdSCGowIEdkgRuTFfjrGbpBQ,,,,,
Mojo,"Burrito restaurant, Takeout Restaurant",18 Knights Hill,London,SE27 0HY,51.4326552,-0.1040245,127,4.7,,ChIJRWhgU40FdkgRLKTV8qRmHSY,,,,,
Dulwich Lyceum,"Mediterranean restaurant, Restaurant",7 Croxted Rd,London,SE21 8SZ,51.4362883,-0.0908013,65,4.5,,ChIJN-8iZW8DdkgRBAZmkn-boy0,Dulwich Lyceum,SE21 8SZ,4,,
O Girasol,"Restaurant, Breakfast restaurant, Cafe",382 Norwood Rd,London,SE27 9AA,51.4336515,-0.1038261,143,4.6,,ChIJgYTBHwMEdkgRIMTs6YH3f-I,,,,,
Pizzeria Volare,Takeout Restaurant,Norwood High St,London,SE27 9TB,51.4285312,-0.100789,110,4.5,,ChIJ8yB26f8HdkgRGJvSx-8g75k,,,,,
Wanderlust Eatery,"Restaurant, Breakfast restaurant, Brunch restaurant, Cocktail bar, Coffee shop, Dessert restaurant",88 Verdant Ln,London,SE6 1LF,51.4425945,0.003554,293,4.7,,ChIJ17G7msap2EcRP3pt3N2hcFc,Wanderlust Eatery,SE6 1LF,5,,
Melita's Kitchen Seafood Divine,Seafood restaurant,2 Baring Rd,London,SE12 0PH,51.4454524,0.0138576,27,5,,ChIJoVR4xU2p2EcRzFEdXq_fX0U,,,,,
Kashi Indian Dining and Bar,"Indian restaurant, Indian takeaway",62 Baring Rd,London,SE12 0PS,51.4432409,0.0148438,88,4.7,,ChIJV7YpMOep2EcRnkKffRr2PWg,,,,,
Monsoon Indian Restaurant,Indian restaurant,275 Brownhill Rd,London,SE6 1AE,51.4452135,-0.0041668,152,4.7,,ChIJX_9OFAkCdkgRpLMinTFKg00,,,,,
Sonali Tandoori,"Indian restaurant, Indian takeaway, Delivery Restaurant",315a Baring Rd,London,SE12 0DZ,51.4303205,0.0215201,38,4.2,,ChIJOeoRxB-q2EcRy8ZWNfgNako,Sonali Tandoori,SE12 0DZ,5,,
MRC Caribbean & European Cuisine & Jerk Centre,Caribbean restaurant,70 Baring Rd,London,SE12 0PS,51.443032,0.0148391,114,4.5,,ChIJp5BEqWGp2EcRo2AkGJY81Wk,,,,,
Pineapple Caribbean Takeaway,Caribbean restaurant,92 Verdant Ln,London,SE6 1LF,51.4424828,0.0035685,53,4.7,,ChIJt3kZQdGp2EcRLMhZvNgkH-I,,,,,
Ganesha restaurant Bromley,"Sri Lankan restaurant, Indian restaurant",435 Bromley Rd,Bromley,BR1 4PH,51.4254663,-0.0046892,144,3.8,,ChIJq8XfOyMBdkgRmH3A_N4Wn3g,,,,,
Burger Boulevard,"Fast food restaurant, American restaurant, Hamburger restaurant, Takeout Restaurant",350 Baring Rd,London,SE12 0DU,51.4314437,0.020979,127,4.1,,ChIJ9fjAuFSp2EcRatNUPZNuUyw,,,,,
CABANA HOT PIZZA & GRILL,"Pizza restaurant, Fast food restaurant",55 Baring Rd,London,SE12 0JS,51.4432271,0.0153397,30,4.8,,ChIJG263fvip2EcRAeDwDsRimiI,,,,,
Quality Chicken and Ribs,"Fast food restaurant, Fried chicken takeaway",311 Baring Rd,London,SE12 0DZ,51.4303911,0.0214356,116,4,,ChIJCbC1xB-q2EcRLoRb-hHlp9s,,,,,
Wing It Up,Restaurant,419 Bromley Rd,Bromley,BR1 4PJ,51.4259428,-0.0057038,66,3.9,,ChIJrRiBq_4BdkgRAYfM8aQ1LHg,Wing It Up,BR1 4PJ,5,,
Papadam Tandoori,"Indian restaurant, Indian takeaway","Vegetaria Restaurant, 275 Brownhill Rd",London,SE6 1AE,51.4452384,-0.004173,1,5,,ChIJX_9OFAkCdkgRzaO6w4p4XdU,,,,,
Something Fishy,"Fish & chips restaurant, Fish and chips takeaway",406 Downham Way,Bromley,BR1 5HR,51.4268932,0.0137357,246,4.2,,ChIJi9v4khyq2EcR5gVP6Pg88YI,,,,,
Delicious Chinese Takeaway,"Takeout Restaurant, Chinese restaurant",401 Hither Green Ln,London,SE13 6TR,51.445757,0.0044925,34,3.9,,ChIJW52b6eOp2EcRC-R-gJB4KG0,,,,,
Meta Chicken & Pizza,Takeout Restaurant,640 Downham Way,Bromley,BR1 5HN,51.4304991,0.020285,49,4.7,,ChIJ3WrYdq-r2EcRidcG5P6mmRM,,,,,
The Dutch House Cafe,"Cafe, Breakfast restaurant, Lunch restaurant",2 Mercury Way,London,SE12 9AY,51.4456129,0.0302114,394,4.6,,ChIJ2X_fq3mp2EcRcgU1MM18YrM,,,,,
Verdant Fish & Grill,"Fish and chips takeaway, Grill",348 Verdant Ln,London,SE6 1TP,51.4342193,0.0091241,26,4.5,,ChIJNVt-Dzip2EcRYusnizIfhKo,Verdant Fish & Grill,SE6 1TP,5,,
Last Outpost,"Modern British restaurant, Asian restaurant, Caribbean restaurant, Indian restaurant, Takeout Restaurant, Modern European restaurant, Vegan restaurant, Vegetarian restaurant, Wine bar","Last Outpost, 254 Hither Green Ln",London,SE13 6TT,51.4479226,-0.0011426,67,4.4,,ChIJxXqyTmIDdkgRaxyn-yukbpY,Last Outpost,SE13 6TT,4,,
The Reggae Shack,Jamaican restaurant,Alnwick Rd,London,SE12 9BX,51.445206,0.0250668,28,4.9,,ChIJJ3RZItSp2EcROIgqvO5PBsA,The Reggae Shack,SE12 9BX,5,,
AlBanafsaj Restaurant & Cafe,"Middle Eastern restaurant, Cafe",6 Standard Rd,London,NW10 6EU,51.528625,-0.2607802,10,4.2,,ChIJm_20IukRdkgRB3pZpPSLOvo,,,,,
Fresh and Delicious London,"Indian takeaway, Indian restaurant",333 Horn Ln,London,W3 0BU,51.5193279,-0.265527,157,4,,ChIJY2kE8OMRdkgRyS_5lJkDUwg,,,,,
Cafe Royal,"Restaurant, Breakfast restaurant, Fast food restaurant, Cafe",20 Abbey Rd,London,NW10 7RE,51.529843,-0.269771,281,4.3,,ChIJk_zxBO4RdkgRklgSOyd7JT4,Cafe Royal,NW10 7RE,2,,
Savoy Fish Shop & Restaurant,"Fish & chips restaurant, Fish and chips takeaway, Restaurant",100 Old Oak Common Ln,London,W3 7DA,51.5151033,-0.2488791,191,3.8,,ChIJsynziScOdkgRqzd6i_nf9WU,,,,,
Alqalaa Restaurant,"Buffet restaurant, Restaurant",857 Coronation Rd,London,NW10 7PP,51.5295051,-0.2700229,64,3.8,,ChIJm7Td0xsRdkgRt0reknC1ql8,,,,,
Kish Express,"Persian restaurant, Fast food restaurant, Kebab shop, Delivery Restaurant, Takeout Restaurant",17 Old Oak Common Ln,London,W3 7EL,51.5135365,-0.2489663,123,3.8,,ChIJnd0mlicOdkgR_MOsq0F-dPQ,Kish Express,W3 7EL,4,,
Little Beirut,"Lebanese restaurant, Family restaurant, Halal restaurant, Restaurant, Shawarma restaurant",65 Minerva Rd,London,NW10 6HJ,51.5283426,-0.2673525,148,4.6,,ChIJnSiy4yIRdkgRKGcmwKlvjKk,,,,,
Stones Fish & Chips,"Fish & chips restaurant, British restaurant, Fast food restaurant, Hamburger restaurant",331 Horn Ln,London,W3 0BU,51.519262,-0.265567,559,4.5,,ChIJt1_F7-MRdkgR9apbqZEaLqs,,,,,
Ala Kayfak Lebanese Grill,"Lebanese restaurant, Grill, Coffee shop, Halal restaurant, Kebab shop, Takeout Restaurant","Acton Business Centre, School Rd",London,NW10 6TD,51.5259206,-0.2583212,53,4.7,,ChIJpVQCssIRdkgRKdAEhTdyd_M,,,,,
Norwood Tandoori Takeaway,"Indian restaurant, Asian restaurant, Indian takeaway, Delivery Restaurant, South Asian restaurant",12 Norwood Rd,London,SE24 9BH,51.4462687,-0.1051399,11,3.8,,ChIJbVCNAw4EdkgRHU3H865gxyk,,,,,
Nova Cafe Lounge,"Restaurant, Cafe",Old Oak Common Ln,London,NW10 6DT,51.5271295,-0.250324,98,4.9,,ChIJGfKSfjcRdkgRC_fp5QpQDTw,,,,,
McDonald's,"Fast food restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Delivery service, Diner, Hamburger restaurant, Restaurant",2-20 Western Rd,London,NW10 7LW,51.528686,-0.270059,164,3.6,,ChIJH0Av9BsRdkgRvhrbqFAZ9B0,McDonald's,NW10 7LW,5,,
Lorenzo's Kusina,"Filipino restaurant, Takeout Restaurant","Unit 35, Cumberland Business Park, 17 Cumberland Ave",London,NW10 7RT,51.5291967,-0.2776502,115,4.9,,ChIJETy_WHARdkgRmjN2aRY3d4A,,,,,
Five Guys Park Royal,"Hamburger restaurant, American restaurant, Fast food restaurant, Hot dog restaurant, Hot dog stand, Takeout Restaurant, Restaurant","Park, Royale Leisure Park, Kendal Ave",London,W3 0PA,51.5253206,-0.2811484,113,4.3,,ChIJ5-qHFpcRdkgRwQTqx2td0Eg,,,,,
McDonald's,"Fast food restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Delivery service, Diner, Hamburger restaurant, Restaurant",12 Leamington Park,London,W3 6TJ,51.5203128,-0.263458,3445,3.5,,ChIJPyfMSuERdkgR_PpeAVqSyYs,McDonald's,W3 6TJ,5,,
Lisas Bar & Feasts,Restaurant,"Unit c, Nash House, Old Oak Ln",London,NW10 6FF,51.5290118,-0.2504219,46,4.8,,ChIJCZYluewRdkgRH3_9IjxdE8o,,,,,
The Indian Corner,Indian restaurant,1-3 Britannia Way,London,NW10 7PR,51.5280764,-0.2728011,0,,,ChIJv8uHXHgRdkgREx4B4mLMepA,The Indian Corner,NW10 7PR,5,,
Harim Al Sultan,Middle Eastern restaurant,860B Coronation Rd,London,NW10 7PS,51.5288556,-0.2719098,16,4.5,,ChIJwUEmwUARdkgRJ3vya6yR-D4,,,,,
Westway Bar & Kitchen,"Restaurant, Breakfast restaurant",628 Western Ave,London,W3 0TA,51.5272645,-0.2829916,39,3.8,,ChIJ4bAbex0SdkgRWrW_YyGS3s4,,,,,
Heritage Dulwich,Indian restaurant,101 Rosendale Rd,London,SE21 8EZ,51.4371497,-0.0948425,225,4.7,,ChIJRTWxcOEFdkgRTBPwg7j9bHs,Heritage Dulwich,SE21 8EZ,4,,
Sandflames,"Hamburger restaurant, Fast food restaurant, Halal restaurant, Hookah bar, Lounge, Takeout Restaurant",Victoria Rd,London,W3 6UN,51.5230325,-0.2582175,1116,4,,ChIJC5l2ft0RdkgRyXdGrFOY0F4,,,,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",Portal Way,London,W3 6BJ,51.5225406,-0.2611027,173,4.1,,ChIJI92lB-cRdkgR8zKAekBCdBQ,Subway,W3 6BJ,5,,
Papadom On The Hill,"Indian takeaway, Takeout Restaurant",62 Knights Hill,London,SE27 0JD,51.4311809,-0.1043376,102,3.5,,ChIJ0xh4pgIEdkgR6rBgJgFHVhs,Papadom On The Hill,SE27 0JD,3,,
Yoshida Sushi,"Sushi restaurant, Japanese restaurant, Sushi takeaway, Vegan restaurant",100 Norwood High St,London,SE27 9NH,51.428547,-0.100838,140,4,,ChIJM68_7-sHdkgR1duElRF5vSw,Yoshida Sushi,SE27 9NH,5,,
Golden Kitchen,"Chinese restaurant, Chinese takeaway, Delivery Restaurant, Takeout Restaurant",487 Lordship Ln,London,SE22 8JY,51.4443152,-0.0684646,83,3.8,,ChIJ3dIkWMIDdkgRe1Z4nFKP2tw,,,,,
Patty King,Caribbean restaurant,10 Knights Hill,London,SE27 0HY,51.4330544,-0.1039503,168,4,,ChIJQWx65wIEdkgRBJpYFz6TMNY,,,,,
New Golden Wok,"Chinese restaurant, Chinese takeaway, Delivery Chinese restaurant, Delivery Restaurant, Takeout Restaurant",2 Norwood High St,London,SE27 9NS,51.4318149,-0.1028652,79,3.8,,ChIJV4MkoAIEdkgREdMym0eb8co,New Golden Wok,SE27 9NS,4,,
Village Masaleh,"Indian restaurant, Grill, Catering food and drink supplier, Event venue, Halal restaurant, Indian takeaway, Takeout Restaurant, Pakistani restaurant, Restaurant, Vegetarian restaurant",196 Norwood Rd,London,SE27 9AU,51.4394589,-0.1064026,121,4.3,,ChIJJx6QxhoEdkgR69qXbge-c0o,,,,,
Passage to India Takeaway,"Pakistani restaurant, Halal restaurant, Indian restaurant, Takeout Restaurant, Modern Indian restaurant, Vegetarian restaurant",232 Gipsy Rd,London,SE27 9RB,51.4274205,-0.086961,73,4.2,,ChIJK7zSnlYBdkgR29YVMfHSu8Q,,,,,
Spice Republic Dulwich,"Indian restaurant, Indian takeaway",499 Lordship Ln,London,SE22 8JY,51.4440944,-0.0681666,50,4,,ChIJ3dIkWMIDdkgRz_yr08FmfZs,,,,,
The Great North Wood,"Restaurant, Bar, Pub",3 Knights Hill,London,SE27 0HS,51.4315094,-0.1039685,782,4.3,,ChIJFwGjogIEdkgRGCkboh2HR1o,The Great North Wood,SE27 0HS,5,,
Cellar 107,"Italian restaurant, Pizza restaurant",107A Rosendale Rd,London,SE21 8EZ,51.437359,-0.0948211,227,4.6,,ChIJJ_qIQQcEdkgROgFfczkjY6E,Cellar 107,SE21 8EZ,4,,
Pintadera Caf,"Cafe, Breakfast restaurant, Lunch restaurant",50 Knights Hill,London,SE27 0JD,51.431524,-0.1042574,234,4.8,,ChIJS3JwHagGdkgRUUMN2YF1fbg,,,,,
Knowles of Norwood,"Restaurant, Bar, Gastropub, Pub","294, 296 Norwood Rd",London,SE27 9AF,51.4360301,-0.1046137,769,4.4,,ChIJwYiIVwMEdkgRQzLf_XCqX88,,,,,
Super Pizza,"Pizza restaurant, Fast food restaurant, Pizza delivery, Pizza Takeout",36 Norwood High St,London,SE27 9NR,51.4305544,-0.1020286,41,4,,ChIJtXxa0akGdkgRHMXyMetpaXc,Super Pizza,SE27 9NR,3,,
Saga Sushi,Sushi restaurant,100 Norwood High St,London,SE27,51.4285259,-0.100862,0,,,ChIJq6oVn6kGdkgR5qQqV_kP1Ws,,,,,
The Alleyn's Head,"Restaurant, Bar, Gastropub, Pub","Park Hall Rd, Greater",London,SE21 8BW,51.4367943,-0.08845,914,4.2,,ChIJf9IFUPkDdkgRKKWX2FkHSs8,,,,,
Railway Tavern,"Restaurant, Pub",7 Station Rise,London,SE27 9BW,51.4401098,-0.1052757,950,4.3,,ChIJM73FyxoEdkgR3GKt-XqTDaQ,Railway Tavern,SE27 9BW,3,,
Golden Bowl Chinese,"Takeout Restaurant, Asian restaurant, Chinese takeaway, Delivery Chinese restaurant, Delivery Restaurant, Thai restaurant",195 Gipsy Rd,London,SE27 9QY,51.4270834,-0.0892822,33,3.7,,ChIJh8iPJ1QBdkgRCzR1FR-Vh0k,,,,,
Darjeeling Indian Takeaway,"Indian takeaway, Indian restaurant, Takeout Restaurant, Restaurant",12 Norwood Rd,London,SE24 9BH,51.446269,-0.10514,3,3.7,,ChIJ6fJFUJ0GdkgRbBzTS9LMAzo,,,,,
Top Hut Pizza & Chicken,"Pizza delivery, Delivery Restaurant, Pizza restaurant, Pizza Takeout",403 Hither Green Ln,London,SE13 6TR,51.4457254,0.0045635,160,3.3,,ChIJw3WA6eOp2EcRkFUcBOzu8PY,Top Hut Pizza & Chicken,SE13 6TR,4,,
Indian Pan,Indian takeaway,101 Chinbrook Rd,London,SE12 9QL,51.4317877,0.0303403,60,4.6,,ChIJH8XU7omp2EcRPcuxTEONqzc,,,,,
Suruchi Bromley,"Indian restaurant, Asian restaurant, Indian takeaway, Delivery Restaurant, Takeout Restaurant, South Asian restaurant",466 Bromley Rd,Bromley,BR1 4PP,51.4245459,-0.0042747,105,4.1,,ChIJbaAAP_wBdkgR0nJ1UU3oAtU,,,,,
Morleys Fried Chicken Downham,"Fried chicken takeaway, Fast food restaurant",453 Downham Way,Bromley,BR1 5HS,51.4279423,0.0131793,229,4,,ChIJBcMX5xyq2EcRQNfVmec_o1E,,,,,
Perfect Fried Chicken,"Fried chicken takeaway, Fast food restaurant",644A Downham Way,Bromley,BR1 5HN,51.4305357,0.0206879,32,3.5,,ChIJVVHbMoir2EcRMHb0KGweHM8,Perfect Fried Chicken,BR1 5HN,3,,
The Rising Sun,"Chinese takeaway, Chinese restaurant, Restaurant",356 Baring Rd,London,SE12 0DU,51.4312932,0.0209802,66,4.1,,ChIJMXDOdPWp2EcRXCKXIW_16eI,,,,,
Chicken Star,Fried chicken takeaway,358 Verdant Ln,London,SE6 1TP,51.4339314,0.0090699,11,3.9,,ChIJ10uJYNkDdkgR8sFJMxrNLgM,Chicken Star,SE6 1TP,2,,
Cool Breeze,"Caribbean restaurant, Fast food restaurant",266 Hither Green Ln,London,SE13 6TT,51.4475684,-0.0007057,438,4.2,,ChIJ1Y4jDgoCdkgRPtTJB7S_KQA,Cool Breeze,SE13 6TT,3,,
Nazran's Indian & Punjabi Grill,"Indian takeaway, Punjabi restaurant",90 Verdant Ln,London,SE6 1LF,51.4425113,0.0036099,106,4.7,,ChIJgzWCmDep2EcRpfokvqM6OUQ,Nazran's Indian & Punjabi Grill,SE6 1LF,5,,
Golden City,"Chinese takeaway, Chinese restaurant",416 Downham Way,Bromley,BR1 5HR,51.427188,0.0136966,85,3.6,,ChIJ3zsH7Ryq2EcRtBaWjkPEru0,Golden City,BR1 5HR,AwaitingInspection,,
Farmhouse Pizza Bromley,"Pizza delivery, Pizza restaurant, Pizza Takeout",451 Downham Way,Bromley,BR1 5HS,51.4278957,0.0132344,145,3.6,,ChIJJW4P5xyq2EcR-FpYuSmmGIg,,,,,
Luciano's,"Italian restaurant, Pizza restaurant",131A Burnt Ash Rd,London,SE12 8RA,51.4505861,0.012712,775,4.5,,ChIJRf7PbOip2EcRB6tu304spvA,,,,,
Grillos Bromley,"Restaurant, Italian restaurant, Takeout Restaurant, Pizza delivery, Pizza restaurant",493 Bromley Rd,Bromley,BR1 4PQ,51.423652,-0.0031892,252,4,,ChIJwzNHUvwBdkgRvNYmAp1AyWo,,,,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",360 Verdant Ln,London,SE6 1TP,51.4333519,0.0092633,63,3.6,,ChIJd57yTfip2EcRG1l0X9nEXDg,Subway,SE6 1TP,5,,
Jerk Scene Jamaican Jerk and Grill,"Jamaican restaurant, Takeout Restaurant, Restaurant","4, Sandhurst Market, Sandhurst Rd",London,SE6 1DL,51.4420095,-0.0098504,245,4.5,,ChIJjVaIjg8CdkgR1Kah1pntPGI,,,,,
China Express,"Chinese takeaway, Chinese restaurant",269 Brownhill Rd,London,SE6 1AE,51.4451653,-0.0044196,55,3.9,,ChIJBwA6PgkCdkgR8lkM_RUKbzU,China Express,SE6 1AE,5,,
Tops Pizza,"Pizza delivery, Italian restaurant, Delivery Restaurant, Takeout Restaurant, Pizza restaurant, Pizza Takeout",267 Brownhill Rd,London,SE6 1AE,51.445189,-0.004461,11,3.4,,ChIJA7ZQPgkCdkgRnWNf6JLjXj4,,,,,
Bubble & Squeak cafe,"Cafe, Breakfast restaurant",384A Baring Rd,London,SE12 0EF,51.430131,0.0211014,90,4.6,,ChIJOzkBzx-q2EcRYr00xeqwiVo,,,,,
Bengal Brasserie,Indian restaurant,79 Springbank Rd,London,SE13 6SS,51.4494799,0.0006728,174,4.4,,ChIJw2CKzOGp2EcRQMCZCX0Idhg,Bengal Brasserie,SE13 6SS,3,,
Madhuwan,"Indian restaurant, Asian restaurant, Nepalese restaurant",20-22 Bromley Hill,Bromley,BR1 4JX,51.4208508,-0.0014312,183,4.2,,ChIJiy6VSf0BdkgRx34O73KbvgQ,,,,,
Paolo's Restaurant,"Italian restaurant, Restaurant",Paolo’s Restaurant,London,,51.5268267,-0.2849697,240,4.3,,ChIJu_T-Gx0SdkgRVIB7HiCBOHw,,,,,
Papa Johns Pizza,"Pizza restaurant, Delivery service","Unit A, Lyra Court, Portal Way",London,W3 6BJ,51.522637,-0.2613267,228,3.5,,ChIJccK_p-cRdkgRR7M4TM0exG8,,,,,
Sunrise Cafe,"Restaurant, Cafe",77 Old Oak Common Ln,London,W3 7DD,51.5148715,-0.2495935,265,4.6,,ChIJfZ7tgCcOdkgRHyfvFHrBvOQ,Sunrise Cafe,W3 7DD,4,,
