business_name,category_desc,street,city,post_code,latitude,longitude,reviews_count,review_score,hygiene_score,place_id,BusinessName,PostCode,RatingValue,compare_name,compare_post
Pizza Hut Delivery,"Pizza delivery, Pizza restaurant, Pizza Takeout",250 High Rd,Harrow,HA3 7BB,51.6030427,-0.3384708,222,3,,ChIJH0CikYMUdkgRueHMoGEfDZs,,,,,
TASTY FOODS,Indian restaurant,11 High St,Harrow,HA3 5BY,51.5933809,-0.3353285,2,4.5,,ChIJ3yl5SD4TdkgR8XeXVKoR620,,,,,
Pizza Dono,"Pizza restaurant, Italian restaurant, Pizza Takeout",193 Headstone Ln,Harrow,HA2 6ND,51.6012527,-0.3554911,92,4.2,,ChIJ65xjB1MTdkgRls05_P8UmL4,Pizza Dono,HA2 6ND,3,,
Pizza 2 Night,"Pizza restaurant, Italian restaurant, Pizza delivery, Pizza Takeout",36 Upper Richmond Rd,London,SW15 2RX,51.4568393,-0.2044122,141,4,,ChIJMcuwTWkPdkgReJkG_h7DvWI,Pizza 2 Night,SW15 2RX,5,,
KFC Putney,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",38 Putney High St,London,SW15 1SQ,51.465026,-0.214813,429,3.2,,ChIJ_waDUgwPdkgRiysyY8ZuTgo,,,,,
Prince of Wales,"Pub, Gastropub",138 Upper Richmond Rd,London,SW15 2SP,51.4600354,-0.2126808,609,4.4,,ChIJPYZT5hIPdkgR4B0XfdFNJKM,Prince of Wales,SW15 2SP,5,,
Il Gusto Italiano Restaurant,Italian restaurant,157 Putney High St,London,SW15 1RT,51.4613889,-0.2166667,335,4.3,,ChIJHfxdGRIPdkgRDB7CDwMuuOc,,,,,
Bistro Vadouvan,"Modern French restaurant, Bistro, French restaurant",30 Brewhouse Ln,London,SW15 2JX,51.4651903,-0.2124376,135,4.6,,ChIJE9RX4QwPdkgRMPTkL774ZFY,,,,,
Bill's Putney Restaurant,"Modern British restaurant, Breakfast restaurant, British restaurant, Brunch restaurant, Cafe, Lunch restaurant, Restaurant",146-148 Putney High St,London,SW15 1RR,51.4619497,-0.2167993,843,4.2,,ChIJLcx-BBIPdkgR_9-tWhDkKUk,,,,,
Florian Pizzeria,"Pizza Takeout, Cafe, Coffee store, Hamburger restaurant, Italian restaurant, Pizza delivery, Pizza restaurant, Sandwich shop, Soft drinks shop",24a Florian Rd,London,SW15 2NL,51.4631526,-0.2100245,55,4.9,,ChIJRSMo57YPdkgRCGOLHOKMF2U,,,,,
Wharf Cafe,"Restaurant, Cafe",56 Lower Richmond Rd.,London,SW15 1JT,51.4676031,-0.2200109,100,4.6,,ChIJvcRj1QgPdkgRPRHLk_rUqt0,Wharf Cafe,SW15 1JT,4,,
Fresh fish and chip putney,"Fish & chips restaurant, Fish and chips takeaway",122 Upper Richmond Rd,London,SW15 2SP,51.4599465,-0.2121177,133,4.4,,ChIJr79P2RIPdkgRR4ilJQGvXCw,,,,,
itsu,"Health food restaurant, Asian restaurant, Fast food restaurant, Authentic Japanese restaurant, Japanese restaurant, Sushi restaurant",153-155 Putney High St,London,SW15 1RX,51.4615019,-0.2165681,51,4.1,,ChIJ6yltehYPdkgRti3p-0fYpic,,,,,
Pappa Ciccia Fulham High Street,"Italian restaurant, Bar, Cocktail bar, Cold cut store, Italian grocery store, Pizza restaurant, Pizza Takeout",41 Fulham High St,London,SW6 3JJ,51.4705292,-0.2103604,461,4.3,,ChIJxa39JXUPdkgR5x1K3ASa9Yk,,,,,
Sushi Daily Putney,"Sushi takeaway, Conveyor belt sushi restaurant, Food producer","Exchange Shopping Centre, Putney High St Putney",London,SW15 1TW,51.46389,-0.2162851,9,4.7,,ChIJV_kMkFQPdkgRd7azBxYKEnA,,,,,
Ying Wah,"Chinese takeaway, Chinese restaurant",321 Whitehorse Rd,Croydon,CR0 2HR,51.3937372,-0.0938065,25,3.8,,ChIJs1IVrNQGdkgRdUW1ZiKaLyw,,,,,
Subway Thornton Heath,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",83 High St,Thornton Heath,CR7 8RY,51.3986295,-0.0965819,237,3.8,,ChIJ8Sb7YtIGdkgRubx6Yjj-v20,,,,,
Domino's Pizza,"Takeout Restaurant, Delivery service, Pizza restaurant, Pizza Takeout",334 London Rd,Croydon,CR0 2TJ,51.3841376,-0.1085174,256,3.7,,ChIJWdrUGugGdkgRWiS7gOzjJgA,Domino's Pizza,CR0 2TJ,5,,
Yufa Pizza & Kebab,"Kebab shop, Pizza restaurant, Pizza Takeout",81 Whitehorse Rd,Croydon,CR0 2JJ,51.3857568,-0.0973599,169,3.8,,ChIJm1VCsCsHdkgRL1IMPe1a3qw,,,,,
Koover,"Chinese takeaway, Chinese restaurant",29 High St,Thornton Heath,CR7 8RU,51.3981761,-0.0941037,85,3.4,,ChIJs5PFydIGdkgRSUQ1ytu5UJI,,,,,
Kebab Express,"Kebab shop, Fast food restaurant, Mediterranean restaurant, Turkish restaurant",44 Brigstock Rd,Thornton Heath,CR7 8RX,51.3984392,-0.1003896,139,4.1,,ChIJBc0h7NEGdkgRUZ8ezgMT0KI,Kebab Express,CR7 8RX,5,,
Desi Chaska Thornton Heath,"Pakistani restaurant, Indian takeaway, Takeout Restaurant",748 London Rd,Thornton Heath,CR7 6JA,51.3935828,-0.1139499,242,4.2,,ChIJH83y2v0HdkgR9qpootUWadY,,,,,
Maks Chinese Takeaway,"Chinese takeaway, Chinese restaurant",432 Whitehorse Rd,Thornton Heath,CR7 8SB,51.3971628,-0.092508,95,3.9,,ChIJS5EgJC0BdkgRRYyRe6ZuvC8,,,,,
Bombay Central,Indian restaurant,328 High Rd,Harrow,HA3 6HS,51.6045658,-0.3394077,2361,4.2,,ChIJSZw2gIMUdkgRhny7iQe0amE,Bombay Central,HA3 6HS,5,,
Diamond Pizza,"Pizza restaurant, Chicken restaurant, Chicken wings restaurant, Family restaurant, Fast food restaurant, Fried chicken takeaway, Halal restaurant, Takeout Restaurant",21 Station Rd,Harrow,HA1 2UF,51.5884449,-0.3325558,30,4.3,,ChIJ0VcArlkTdkgRT_kmN0HVYxU,Diamond Pizza,HA1 2UF,4,,
Hayat Lounge,Restaurant,8 Station Parade,Edgware,HA8 6RW,51.6076154,-0.2956253,69,4.3,,ChIJk4W_rewVdkgRoiGO6-i2f0c,Hayat Lounge,HA8 6RW,3,,
La Fiamma,Italian restaurant,"Old Park House, Hampton Ct Rd",East Molesey,KT8 9BY,51.4068812,-0.3385917,385,4.2,,ChIJjdVpdQ0LdkgR9RcDfsG5vdE,La Fiamma,KT8 9BY,4,,
1665 Riverside Brasserie,"British restaurant, Restaurant",Hampton Ct Rd,East Molesey,KT8 9BN,51.4046224,-0.3425184,67,3.7,,ChIJ370UnC4LdkgRaoxfhoJc7DQ,,,,,
Riverside Indian Cuisine,Indian restaurant,2-4 High St,Hampton,TW12 2SJ,51.4132032,-0.3624761,179,4.5,,ChIJ_xQMkV8LdkgRWVRRk1_RFTU,Riverside Indian Cuisine,TW12 2SJ,5,,
Village Grill,"Kebab shop, Breakfast restaurant, Fast food restaurant, Takeout Restaurant, Restaurant",76 Milton Rd,Hampton,TW12 2LJ,51.416797,-0.370845,131,4.4,,ChIJG0KINkwLdkgRKvwib96FepI,,,,,
Henry's Kitchen,"Restaurant, Breakfast restaurant",9 Bridge Rd,East Molesey,KT8 9HA,51.4029913,-0.3440671,509,4,,ChIJ_0VcFRELdkgR5d9LMrtShoY,,,,,
Zizzi,"Restaurant, Gluten-free restaurant, Italian restaurant, Pasta shop, Pizza restaurant, Vegan restaurant, Vegetarian restaurant",1 Bridge Rd,East Molesey,KT8 9EU,51.403338,-0.3438425,758,4.2,,ChIJN_l_bhELdkgRg54gLG_kEMQ,,,,,
Manjulas Kitchen,Indian restaurant,69 Myrtle Rd,Hampton,TW12 1QB,51.4226767,-0.3598247,0,,,ChIJwfXnX5wLdkgRYqV56KIw7iA,,,,,
Hampton Tandoori,"Indian takeaway, Indian restaurant",59 Oldfield Rd,Hampton,TW12 2HP,51.415201,-0.3736214,69,3.8,,ChIJG7cNUbN0dkgRdARvDWXJ_Cs,,,,,
Mallys kitchen,Takeout Restaurant,Atcost Rd,Barking,IG11 0EQ,51.5185067,0.1022119,16,4.8,,ChIJ_ZK2ptKl2EcRIglXByHVyfM,,,,,
Cafe Masala,Takeout Restaurant,"Barking Business Centre, Unit 6A B, Thames Rd",Barking,IG11 0JP,51.525639,0.104808,5,3.4,,ChIJASOeHEal2EcRdI4XMUg0Q0s,,,,,
Mils Charcoal Grill,Doner kebab restaurant,13a River Rd.,Barking,,51.5283828,0.0944189,5,5,,ChIJJ8dfFSKn2EcR1GNO_K1_C8o,,,,,
Wings Roulette,Takeout Restaurant,"Unit 6A-6B, 25 Thames Rd",Barking,IG11 0JP,51.5258437,0.1055897,0,,,ChIJH8sdgt6l2EcRKT_aKw-lxSo,,,,,
6Burgerz Barking,Takeout Restaurant,"Barking Business Centre, Unit 6A & 6B (Next Door to Boost Techniq, Thames Rd",Barking,IG11 0JP,51.5252633,0.103653,42,3,,ChIJvTAJ5Dql2EcRRsxrxtJjRmM,,,,,
Daddies Snack Bar,"Snack bar, Cafe",57 River Rd.,Barking,IG11 0DA,51.5218532,0.0967099,39,4.5,,ChIJ94ZCEf2l2EcRTh4xeAQtoKI,,,,,
Abc,Indian takeaway,Sackett Rd,Barking,IG11 0UZ,51.5203395,0.1066202,2,4.5,,ChIJMZhUGuKl2EcRtaRzZoHG4v0,,,,,
Wok Man,Takeout Restaurant,"Barking Business Centre, Unit 6A B, Thames Rd",Barking,IG11 0JP,51.525639,0.104808,3,3,,ChIJc7Mneoel2EcRUGRLfVn7Jl8,,,,,
Mumbai Masala Barking,Indian takeaway,"Barking Business Centre Unit 6A & 6B, Thames Rd",Barking,IG11 0JP,51.5249525,0.0995029,0,,,ChIJJWF2YOml2EcRgVOQ8Ehh478,,,,,
Sam's Fast Foods,Fast food restaurant,9 Atcost Rd,Barking,IG11 0EQ,51.5169407,0.1045073,20,4.1,,ChIJlV49rfml2EcRQK9lGUBsu9A,,,,,
The Empire Chinese Takeaway,"Chinese takeaway, Chinese restaurant",159 Chelmer Cres,Barking,IG11 0QA,51.5271886,0.1137319,95,4,,ChIJ_4Pyue2l2EcRlfI-eUiY9y4,,,,,
Chung Wah,Chinese takeaway,61 Roycraft Ave,Barking,IG11 0NR,51.528937,0.0982307,18,3.6,,ChIJwV7jFuil2EcRmn1GzAWtaU4,Chung Wah,IG11 0NR,3,,
Pure Indian cooking,"Modern Indian restaurant, Fine dining restaurant, Indian restaurant, Indian takeaway, Vegetarian restaurant",67 Fulham High St,London,SW6 3JJ,51.46947,-0.209916,343,4.6,,ChIJW6oCiBEPdkgRNiV0pMI_xs8,,,,,
Chook Chook Indian Railway Kitchen,Indian restaurant,137 Lower Richmond Rd.,London,SW15 1EZ,51.4680011,-0.222913,553,4.6,,ChIJs7l0YywPdkgRd_ouGtzggY4,Chook Chook Indian Railway Kitchen,SW15 1EZ,5,,
Putney Tea Room,Restaurant,214 Upper Richmond Rd,London,SW15 6TH,51.4611847,-0.2180604,34,4,,ChIJy_t1QuAPdkgRXXtaycsrfDc,,,,,
The Racing Rajah,Indian takeaway,74 Lower Richmond Rd.,London,SW15 1LL,51.4677255,-0.2208714,43,4,,ChIJRVej_eQPdkgR9OI0Z2blLEM,The Racing Rajah,SW15 1LL,5,,
Cocotte Parsons Green,"Modern French restaurant, Brunch restaurant, Family restaurant",271 New Kings Rd,London,SW6 4RD,51.4722471,-0.2017722,223,4.5,,ChIJ4bPOtCkPdkgRYgsW67CtOrE,,,,,
Putney Pier Fish & Chips,Fish and chips takeaway,86 Lower Richmond Rd.,London,SW15 1LL,51.4678582,-0.2214741,106,4,,ChIJ0SPzyQgPdkgRy0Vbj-ILITA,Putney Pier Fish & Chips,SW15 1LL,5,,
The Arab Boy,"Restaurant, Pub",289 Upper Richmond Rd,London,SW15 6SP,51.46281,-0.226662,374,4.4,,ChIJ8eTmzwQPdkgRH1cnGzgviEw,The Arab Boy,SW15 6SP,5,,
Sushi manga Hampton,Japanese restaurant,63 Oldfield Rd,Hampton,TW12 2HP,51.4151712,-0.3737946,43,3.8,,ChIJvWehDBALdkgR_OPSaad3_tY,,,,,
Pizza Express,"Pizza restaurant, Italian restaurant, Pizza Takeout, Restaurant",19 Creek Rd,East Molesey,KT8 9BE,51.4024438,-0.3437475,409,4.2,,ChIJ0X6uEBELdkgRlWlZh5uIRX8,,,,,
Siam Paragon,Thai restaurant,17 Bridge Rd,East Molesey,KT8 9EU,51.40275,-0.3443761,208,4.4,,ChIJpzNwFRELdkgRbellK-36QBY,,,,,
Vicenzo's Kitchen at the BM TW12,Italian restaurant,"Greenacres Nursery, 143B High St",Hampton,TW12 1NJ,51.4267439,-0.3562494,0,,,ChIJT8YuQUELdkgRfoJxXeCCOc4,,,,,
Tiltyard Cafe,"Restaurant, Cafe",Hampton Ct Rd,East Molesey,,51.4055708,-0.3388649,792,3.7,,ChIJ8SK3lA0LdkgRi-4Kr8Vnr4g,Tiltyard Cafe,,5,,
Vai's Kitchen,"Indian restaurant, Asian restaurant, Delivery service, Takeout Restaurant, Restaurant, South Asian restaurant",20 Bridge Rd,East Molesey,KT8 9HA,51.4025627,-0.3442783,135,4.3,,ChIJz2KEFhELdkgRJcM-5pqUpbg,,,,,
Authentic Pub Co,Authentic Japanese restaurant,"The Bell, 8 Thames St",Hampton,TW12 2EA,51.4129851,-0.3619568,6,3.7,,ChIJTcXORkYLdkgRrL6vP1HWxd8,,,,,
Mezzet box,Restaurant,CM34+7R,East Molesey,KT8 9EU,51.4033197,-0.3432203,31,4.8,,ChIJgwlXq4wLdkgRK8gS-Tka7Ik,,,,,
Cristina's Steak,"Steak house, Delivery service, Family restaurant, Hamburger restaurant, Lunch restaurant, Takeout Restaurant",8-10 North St,Barking,IG11 8AW,51.5365705,0.0767633,1657,4.2,,ChIJxw3QqGym2EcRSq6aTyNQimo,,,,,
Atlantic Fish Bar,"Fish and chips takeaway, Chicken shop",19 Farr Ave,Barking,IG11 0NY,51.5293663,0.1043404,35,4.4,,ChIJO8okvuWl2EcRZPiwbatjGPw,Atlantic Fish Bar,IG11 0NY,4,,
Paw Paw,"Chinese takeaway, Chinese restaurant, Delivery Chinese restaurant, Delivery Restaurant, Takeout Restaurant, Thai restaurant",10 Selhurst Rd,London,SE25 5QF,51.388906,-0.090503,74,4.1,,ChIJD1ALgNUAdkgRQJ7dJvEdLqw,Paw Paw,SE25 5QF,3,,
Fish Machine,"Fish & chips restaurant, Fish and chips takeaway",61 Whitehorse Rd,Croydon,CR0 2JG,51.3851081,-0.0976087,27,3.1,,ChIJHbVTvisHdkgR6o8f9aXeqHI,Fish Machine,CR0 2JG,4,,
Southern Chef Kitchen,"Takeout Restaurant, Indian takeaway, South Indian restaurant",7A Lower Addiscombe Rd,Croydon,CR0 6PQ,51.3809075,-0.0889312,0,,,ChIJtQ6aabYBdkgR7V7PJ6iMljk,,,,,
Brixton Caribbean Food,Caribbean restaurant,21 London Rd,Croydon,CR0 2RE,51.3787637,-0.1035098,244,3.6,,ChIJV98S3i8HdkgRVghwhX6qbMk,,,,,
Grandys Kitchen,"Kebab shop, Asian fusion restaurant, Doner kebab restaurant, Fast food restaurant, Delivery Restaurant, Restaurant, Turkish restaurant",319 Whitehorse Rd,Croydon,CR0 2HR,51.3936974,-0.093807,33,3.2,,ChIJ7dQDQysBdkgRN3WA8pQdVfE,,,,,
Wok Express,"Chinese takeaway, Cantonese restaurant, Chinese noodle restaurant, Chinese restaurant, Delivery Chinese restaurant, Fast food restaurant, Hong Kong style fast food restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant",107 Bensham Ln,Thornton Heath,CR7 7EU,51.3896299,-0.1066334,58,3.8,,ChIJdzGfEtgGdkgRrYxV0HCDOYQ,Wok Express,CR7 7EU,4,,
Flavour Boss Jerk Centre,"Caribbean restaurant, Grill, Fried chicken takeaway, Jamaican restaurant",29 Lower Addiscombe Rd,Croydon,CR0 6PQ,51.3806996,-0.0880674,385,4,,ChIJF7IboJEBdkgRVS7Yz2fLav8,Flavour Boss Jerk Centre,CR0 6PQ,4,,
Best Choices,"Chinese takeaway, Cantonese restaurant, Chinese restaurant, Delivery Chinese restaurant, Delivery service, Fast food restaurant, Hong Kong style fast food restaurant, Takeout Restaurant, Restaurant",17 Woodville Rd,Thornton Heath,CR7 8LH,51.3995394,-0.0978962,17,4,,ChIJhQ1nhs0GdkgRFeXpe7aCAKY,,,,,
KFC Thornton Heath,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",744-746 London Rd,Thornton Heath,CR7 6JA,51.3934725,-0.1138827,682,3,,ChIJeQcXO9wGdkgRdi5NFqB1nck,,,,,
Ming's,"Fish and chips takeaway, Chinese restaurant, Fast food restaurant, Restaurant",259 Long Elmes,Harrow,HA3 6LE,51.604023,-0.3563321,170,4.3,,ChIJfW6oJ6IUdkgRqhz1yw8o_L0,,,,,
Pilli Pilli,Indian restaurant,402A Kenton Rd,Harrow,HA3 9DW,51.5872749,-0.3001646,70,4.4,,ChIJO692Du4TdkgROvMhLCcy8do,Pilli Pilli,HA3 9DW,5,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",33 High St,London,HA3 5BY,51.5943748,-0.3353636,127,3.8,,ChIJ-3xVuX4TdkgRYPFd-J2g7T0,,,,,
Nando's Wandsworth,"Restaurant, Chicken restaurant, Delivery service, Delivery Restaurant, Portuguese restaurant, South African restaurant","Unit 12 Southside Shopping Centre, Garratt Ln",London,SW18 4TF,51.4542495,-0.1939661,755,4,,ChIJqZfNM2EPdkgRIYItGd-irsg,,,,,
Palm Riverside Shisha Lounge Riverside Restaurant Cocktails Wandsworth London,"Lebanese restaurant, Bar & grill, Cocktail bar, Hookah bar, Hookah store, Takeout Restaurant, Mediterranean restaurant, Middle Eastern restaurant, Restaurant, Turkish restaurant",94 Point Pleasant,London,SW18 1PP,51.4625406,-0.1998106,366,4.3,,ChIJpVvbIccPdkgRIqf9SX-3tBE,,,,,
Thaiphoon Restaurant & Deli,"Thai restaurant, Deli, Takeout Restaurant",140 Wandsworth Bridge Rd.,London,SW6 2UL,51.4720625,-0.1917254,250,4.4,,ChIJ5-WpZn8PdkgRazGMQDsH4FE,,,,,
Pizza Express,"Pizza restaurant, Italian restaurant, Pizza Takeout, Restaurant","895-896, Fulham Rd.",London,SW6 5HU,51.4731798,-0.2080072,311,4.2,,ChIJeaICLJ4PdkgRP5BSO581OSg,Pizza Express,SW6 5HU,5,,
Gourmet Burger Kitchen,"Hamburger restaurant, Restaurant",333 Putney Bridge Rd,London,SW15 2PG,51.4644916,-0.2141875,326,4,,ChIJVfdbBw0PdkgRAKiM6H2jq0U,,,,,
Nando's Putney,"Restaurant, Chicken restaurant, Delivery service, Delivery Restaurant, Portuguese restaurant, South African restaurant",148 Upper Richmond Rd,London,SW15 2SW,51.460177,-0.213436,957,4.3,,ChIJ2WDG-hIPdkgRG1AsLXqyVAU,,,,,
Gola,"Italian restaurant, Restaurant, Southern Italian restaurant",787 Fulham Rd.,London,SW6 5HD,51.4761833,-0.2045368,557,4.5,,ChIJgdYCO5wPdkgRfM5d5X3mxXk,,,,,
Toong Tong Thai,"Thai restaurant, Restaurant",34 Upper Richmond Rd,London,SW15 2RX,51.4568807,-0.2043112,219,4.8,,ChIJ88XMyP0PdkgRa3WSE9CP6go,Toong Tong Thai,SW15 2RX,5,,
District One Vietnamese Kitchen,"Vietnamese restaurant, Restaurant",4 Chelverton Rd,London,SW15 1RH,51.4625326,-0.2169643,174,4.6,,ChIJddFu_g0PdkgRkPKlBTCr_ms,,,,,
The Rocket,"Restaurant, Breakfast restaurant, Pub","Putney Wharf, Brewhouse Ln",London,SW15 2JQ,51.4654007,-0.2131601,2946,4.1,,ChIJFaiz5QwPdkgRCMEVLwpR9ng,,,,,
Capri Pizza kebab and fried chicken,"Chicken shop, Fried chicken takeaway, Pizza restaurant",204 Merton Rd,London,SW18 5SW,51.4507442,-0.1991453,122,3.5,,ChIJCfibS10PdkgRTYQQFVL9ha8,,,,,
Mamboz BBQ,"Fast food restaurant, Restaurant",Boundary Rd,Barking,IG11 7LH,51.5306611,0.0808926,29,4.7,,ChIJk4_jX4en2EcRQL03xqoXmM0,,,,,
China Friend,"Chinese restaurant, Takeout Restaurant, Restaurant",36 Longbridge Rd,Barking,IG11 8RY,51.540082,0.082555,684,4.4,,ChIJ5xOQC3Km2EcRUFAd5W-hOXg,,,,,
Nomie's Kitchen,West African restaurant,26-32 Abbey Rd,Barking,IG11 7BE,51.5329992,0.0743986,60,5,,ChIJ4-c-Zkmn2EcRzQVwsNryYTM,,,,,
Deveci Fish Bar,"Fish and chips takeaway, Takeout Restaurant",163 Chelmer Cres,Barking,IG11 0QA,51.5270818,0.1137243,24,2.8,,ChIJX-PBryWl2EcR5eaCreYl0Gc,,,,,
Royal Fish & Chips,Fish and chips takeaway,163 Chelmer Cres,Barking,IG11 0QA,51.5270997,0.1137418,50,3.5,,ChIJWzDNUuOl2EcRNmPYr1_8sOw,,,,,
Istanblu,Restaurant,2-6 Bridge Rd,East Molesey,KT8 9HA,51.4029235,-0.3438017,246,4.5,,ChIJY848ne0LdkgRZn0-cL7WjYE,,,,,
The Prince Of Wales,"Restaurant, Pub",23 Bridge Rd,East Molesey,KT8 9EU,51.4026619,-0.3446711,897,4.3,,ChIJ_0VcFRELdkgRfF2ykmMM23U,,,,,
Hampton Hill Fish & Chips,Fish and chips takeaway,61 High St,Hampton,TW12 1NH,51.4246649,-0.3579611,138,4.2,,ChIJ8XF--FsLdkgRfEymPx1c8eM,Hampton Hill Fish & Chips,TW12 1NH,3,,
Mada Deli,"Restaurant, Breakfast restaurant, Cafe",11-13 Bridge Rd,East Molesey,KT8 9EU,51.4028912,-0.3441899,436,4.4,,ChIJR6kvFRELdkgR7deUVt8nLws,,,,,
DISH,"Cafe, Breakfast restaurant, Coffee shop",3 Bridge Rd,East Molesey,KT8 9EU,51.4031868,-0.3438282,321,4.5,,ChIJP8FpFRELdkgRxVRC8O7Gvtw,,,,,
Eight on the River at Molesey Boat Club,"Cafe, Breakfast restaurant, Tea house",Barge Walk,East Molesey,KT8 9AJ,51.4072016,-0.3512089,387,4.4,,ChIJHenrwD8LdkgRz8EXFlYPOis,,,,,
Karibuni Foro,"Barbecue restaurant, Takeout Restaurant","Barking Market 8EQ, East St",Barking,IG11 8ER,51.5363529,0.0774532,19,4.6,,ChIJX4NIsWym2EcR9Ktv2KVwddo,,,,,
Mylas Cafe & Restaurant,Restaurant,112 Becontree Ave,Dagenham,RM8 2UA,51.5543198,0.1178928,93,4.2,,ChIJRbGRcMql2EcR-erKRXZ1N8g,,,,,
Julienest,African restaurant,15 Broadway,Barking,IG11 7LS,51.5358539,0.0773825,129,4,,ChIJvRWRG8qn2EcR1ev2YaO_Vvk,,,,,
Yaki Noodle Bar,Chinese restaurant,36 Longbridge Rd,Barking,IG11 8RY,51.540082,0.082555,5,5,,ChIJI1eYC3Km2EcRK3pKZw3WHGA,,,,,
Pizza Hut Restaurants,"Pizza restaurant, Fast food restaurant, Pizza Takeout, Restaurant","Unit 6, Beckton Triangle Retail Park, Claps Gate Ln",London,E6 6LH,51.5226492,0.0718411,736,3.8,,ChIJtSGnDiKm2EcRWckR_wQeuyI,,,,,
McDonald's,"Fast food restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Delivery service, Diner, Hamburger restaurant, Restaurant",41 East St,Barking,IG11 8ER,51.5373991,0.0784573,2029,3.6,,ChIJQ5h8uGym2EcRdAmSJishgFA,,,,,
Chunky Grill & Pizza,"Restaurant, Chicken shop, Fast food restaurant, Fried chicken takeaway, Indian takeaway, Takeout Restaurant, Pizza delivery, Pizza restaurant",41 Station Parade,Barking,IG11 8EB,51.539227,0.0808291,358,3.8,,ChIJZ5j7kmam2EcRMB5kw9rt3wU,,,,,
The King's Head,"Restaurant, Bar, French restaurant, Garden, Pub, Brasserie",123 High St,Teddington,TW11 8HG,51.4274997,-0.3284809,1082,4.4,,ChIJYbo31oELdkgRGK0eIWXakFQ,,,,,
Coco di Mama,"Delivery service, Dessert shop, Gluten-free restaurant, Italian restaurant, Takeout Restaurant, Pasta shop, Vegan restaurant, Vegetarian restaurant",1 Bridge Rd,East Molesey,KT8 9EU,51.4032698,-0.3437935,5,1.8,,ChIJV1LBBqwLdkgRhEptpqESTzY,,,,,
Marini's Fish & Chips,"Fish and chips takeaway, Fast food restaurant, Restaurant",115 Station Rd,Hampton,TW12 2AL,51.4156514,-0.3701337,158,4.5,,ChIJtyR5GUwLdkgRVw99w9aPoSM,Marini's Fish & Chips,TW12 2AL,5,,
Canela Cafe,"Cafe, Breakfast restaurant, Coffee store",5 Creek Rd,East Molesey,KT8 9BE,51.4027354,-0.343515,231,4.8,,ChIJK9OuDRELdkgRcJoSR01KLgc,,,,,
Chunky Chicken & Pizza,"Pizza restaurant, Fast food restaurant, Fried chicken takeaway, Takeout Restaurant",70 Longbridge Rd,Barking,IG11 8SF,51.541005,0.0838209,176,4,,ChIJi7KUIXKm2EcRGm0zvlQxIFg,,,,,
Chapandaz Restaurant,Afghan restaurant,"Chapandaz Resturant, 399 Barking Rd",London,E6 2JT,51.533371,0.0552853,184,3.8,,ChIJj2NXokyn2EcRXkOS7UnYKXE,,,,,
KFC Barking,"Fast food restaurant, Chicken restaurant, Chicken wings restaurant, Fried chicken takeaway, Takeout Restaurant",39 Station Parade,Barking,IG11 8EB,51.5391518,0.0807251,944,3,,ChIJiYrul22m2EcRoIQVnNvMN4U,,,,,
Yaal Restaurant,"Sri Lankan restaurant, Asian restaurant, Indian restaurant, Takeout Restaurant, South Asian restaurant",404 Barking Rd,London,E6 2SA,51.533716,0.061043,207,3.7,,ChIJHW8rUjim2EcR2hQTLoOazn4,,,,,
Subway,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",Vicarage Fields Shopping Centre,London,IG11 8DH,51.5374991,0.0806464,151,3.2,,ChIJoxMaw5yn2EcRR-7VumrrcZ0,Subway,IG11 8DH,4,,
German Doner Kebab,"Kebab shop, Family restaurant, Fast food restaurant, Halal restaurant, Restaurant",33-35 Ripple Rd,Barking,IG11 7NT,51.5367145,0.0816074,391,4.4,,ChIJQ90e_7en2EcRrSVDrNZmjEM,German Doner Kebab,IG11 7NT,5,,
Rions,"Lebanese restaurant, Restaurant","E, 301 Barking Rd",London,E6 1LB,51.5327838,0.0513847,142,4.2,,ChIJP8-mig6n2EcRNsyCw_mSGWw,,,,,
Priya Maamala's,"Indian restaurant, Sri Lankan restaurant",241b High St N,London,E12 6SJ,51.5406339,0.0504827,90,3.8,,ChIJO-wTd0ym2EcR-oTN6V1WID4,,,,,
Lahore Lahore Eh Restaurant,"Pakistani restaurant, Restaurant",155 High St N,London,E6 1JB,51.537741,0.0514637,115,3.4,,ChIJb-64OEqm2EcRNUO21ZKc-vs,,,,,
Flavorz Wine Bar & Restaurant,Restaurant,17 Longbridge Rd,Barking,IG11 8TN,51.5400445,0.0818753,0,,,ChIJ6yO19G2m2EcRYb-rnV-Myiw,,,,,
Tandoori Hut,"Indian takeaway, Fast food restaurant, Indian restaurant",127 Rose Ln,Romford,RM6 5NR,51.5850501,0.1351877,53,4.4,,ChIJD0JBdmSk2EcRoiygx8VxksE,Tandoori Hut,RM6 5NR,4,,
Chick'n Shack,"Fried chicken takeaway, Takeout Restaurant",55 White Hart Ln,Romford,RM7 8JB,51.5912575,0.1572416,43,3.7,,ChIJF9XGHASl2EcRKMfoWqjcMaI,,,,,
