title,totalScore,reviewsCount,street,city,countryCode,website,phone,categoryName,url
The Park,4.6,90,19 Park Rd,Teddington,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQaabUxUNdkgRKTUHFnriBwA
The Old Oak Tree,2.7,234,The Common,Southall,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ8ccdIudzdkgRRysd_wYjhvI
The Sporting Green,4.2,246,129 Hertford Rd,Enfield,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJb6rLVacfdkgRxrhuA_X-45A
Royal Oak,4.3,732,219 Kings Head Hl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJkVk_Fy4edkgRw2dXD8S4204
Railway Tavern,4.1,106,"Railway Tavern, 19 Market Parade",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJqW7YNe8edkgR92yv69tdtjI
The Greyhound,4,216,"Ordnance Rd, Enfield",Enfield Lock,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJfZt-O-wfdkgRH2InP5uBzhs
Sutton Arms,4.1,896,14-16 Station Ln,Hornchurch,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ9eHYYhy72EcRTaNJfg-3TXY
The Coach & Horses Isleworth,4.2,1271,183 London Rd,Isleworth,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJy_HNXq4NdkgRIy7QqQHdGSs
The Brook,4.8,179,38 New Rd,Brentford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJP0mwGy4NdkgRak6fx9UFJQg
Terminal 6 Lounge & Bar,3.7,301,"Osterley Park Hotel, 764 Great West Rd",Isleworth,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJv5Sj9wUNdkgR49Hn3fChn8M
Marquis of Granby,4.3,465,"Marquis of Granby, 322 New Cross Rd",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ83IrzfkCdkgRQ_yKKPM_iYI
The Windsor,4.3,206,888 Old Kent Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJu7HhHQQDdkgRWpYk9gup8i4
The Copper Tap,4.4,158,190-193 Peckham High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSTpHEAoDdkgRx3f0TNag_Dk
The Bridge Inn,4.1,275,457 London Rd,Isleworth,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJMxnSMgINdkgRCYgABuWFSgo
The Cricketers - Kew Green,4.2,799,79 Kew Grn,Richmond,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJMUfXLdoNdkgR87AZ_SFOIn0
Royal George,4.4,99,85 Tanner's Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJR3oyT18CdkgRjntK0CMePvg
The Compton Arms,4.4,581,"Compton Arms, 4 Compton Ave",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJub3CWWQbdkgRIIxL6yYu9aw
The York,4.3,1516,"82 Islington High St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZRN5L10bdkgR5qouN9YbHsk
The Islington Town House,4.3,749,13 Liverpool Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCQqp3kIbdkgRF2bEzBDH1gM
The Island Queen,4.3,1064,"87 Noel Rd, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ1Xw8i14bdkgRsRNbZoPuRfw
The Kings,4.3,237,59 Essex Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ-S8EqGcbdkgR4YSmJ1sOxU0
The Bull,4.2,1001,100 Upper St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZYJUmGcbdkgR5TDcATFdex8
Hope & Anchor,4.2,723,"The Hope and Anchor, 207 Upper St",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJFUGXpWUbdkgR8Ex5YtnWpNE
The Angelic,4.2,1225,57 Liverpool Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJW21OmCgT2UcRdZ8tbOovqqU
Narrowboat,4.1,1818,119 St Peter's St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJrxVvAl8bdkgR-3LeurKXPHM
The Wembley Tavern,4,343,121 Wembley Park Dr,Wembley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJgzxa_X0RdkgRy8lP70QidN8
Mirage Sports Bar,3.3,47,"Wembley International Hotel, Empire Way",Wembley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJX7fWHH4RdkgR3jTT0I9OL-k
Prince of Wales,4,103,98 Morden Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJjS-5-6EIdkgRiEha9r4shCs
The Grove,4.3,1523,"1 The Grove, Ealing Grn",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJAQAAAAAbdkgR6tdqL4g3-Ko
The Village Inn,4.3,134,66 Lower Boston Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJeakRRnoNdkgRFDV056xstsQ
The Green Man,4,193,144A Essex Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuUWgDmEbdkgRCZpDw_75LW0
The Stag's Head,4.4,354,55 Orsman Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJvU3l3ZccdkgRZUCPWyzfo_Q
The Vineyard Islington,4,1448,179 Upper St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJLYhB0mUbdkgRqZ2qmPbHroM
Camden Head,4.4,1803,2 Camden Walk,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJB7K1f2cbdkgRRdHXSVorebM
Brewhouse & Kitchen - Highbury,4.2,1910,2A Corsica St,London,GB,,,Brewpub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJnYbFzWQbdkgRSFwkrBwZCLU
King's Head Theatre Pub,4.4,1329,115 Upper St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ-S8EqGcbdkgRBzv1xEAzpmY
The Alpaca,4.5,968,84-86 Essex Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwQ2hIGEbdkgRox08cvaRZgs
The Wenlock Arms,4.6,645,26 Wenlock Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJMzzxp6AcdkgRAbgqxgqGStg
Harvester Royal Hanwell,4.2,1815,Boston Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJax29lJgNdkgRwyeuoY7nyBc
Black George,3.8,57,181 Uxbridge Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJt0Vjm4gNdkgRPHLcV17P8PI
The Owl & The Pussycat,4.7,260,106 Northfield Ave,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQW2iDZANdkgRRAaqlbcizlM
The Hemingford Arms,4.6,713,158 Hemingford Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJLz2gOGwbdkgR75eV-FX_vks
The Lexington,4.3,2500,96-98 Pentonville Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJI6PU40MbdkgR-IqFrYH-Nx8
The White Swan - JD Wetherspoon,3.7,1913,255-256 Upper St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJwVwTJGUbdkgRPSzO3L4WThI
House Of Hammerton,4.5,251,99 Holloway Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJT3-ebXAbdkgRTbFoknymMNI
The Grange Ealing,4.2,1608,Warwick Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJU7L5wvANdkgR4ZIUAEbCOvM
The Lodge Tavern,4.1,545,"Saunders House, 53 The Mall",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJS8Sd4vUNdkgRUHLxJ-QCw1E
"One Over the Ait, Kew Bridge",4.2,1312,8 Kew Bridge Rd,Brentford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJaS1R-NsNdkgRxJr6qJldDcA
Plaquemine Lock,4.4,828,139 Graham St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJD3xaJVwbdkgR4OM_eQm_gi8
Coach & Horses,4.2,170,8 Kew Grn,Richmond,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJvVQgKXYNdkgRQIHFnSgXx10
The Bollo House,4.3,457,13 Bollo Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZ0lfgRIOdkgRoOGq11pbQH4
Homeboy Bar - Islington,4.6,529,108 Essex Rd,London,GB,,,Cocktail bar,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ4UBjIAobdkgR0ixhyjWiytw
Historic Pub Tours London,,0,20-22 Wenlock St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ2_012aAcdkgRF88JMtBH1a0
Royal Star,4.4,563,220 City Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJP6jGdKccdkgRgEn_Ql-xkXk
The Thornhill Arms,4.2,378,148 Caledonian Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJJ4G2c0AbdkgRxigweuKZ0BY
Dame Alice Owen,4.6,199,292 St John St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJo-OQyMYbdkgR4wiacZNI-pI
Tarmon Free House London,4.2,70,243 Caledonian Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJbd1BpmYbdkgRujL9_rLOcmU
The Depot,4.5,498,"7 Pegler Square, Kidbrooke Park Rd",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJz4FPjeCp2EcR4MAxjNTz_WM
The Rising Sun,4.1,329,189-191 Eltham High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJE4KboHKp2EcR_V9fjkEcvgY
Eltham GPO,4.2,607,4 Passey Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5_debHOp2EcR3s6h9vH_Vxc
"The White Hart, Eltham",4.3,360,2 Eltham High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5-6JJnWp2EcRSvEK4mXCu3s
Long Pond,4.6,185,110 Westmount Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ3yT2HBKp2EcRC0MIGcoe9Jk
The Banker's Draft,3.9,423,80 Eltham High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJIyQQonSp2EcR097Zjo0RuQM
Berry and Barrel,4.7,114,18 Well Hall Parade,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJJygseVSp2EcR49ExrhXO8J0
The Bull,4.2,204,151 Shooters Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ82gN4SGp2EcReUGOTxkw7p8
The Red Lion,4.2,370,"6 Red Lion Pl, Shooters Hill",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJQz-1GB2p2EcRV8JuU45-3mY
Fox Under The Hill,3.8,979,"Shooters Hill Rd, Shooters Hill",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJSxoXR1Oo2EcRKAG0dMBZMrc
The Princess Of Wales,4.2,1777,"1a Montpelier Row, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJV6oJJdKp2EcROLWE-GwbuK4
British Oak,4.4,292,109 Old Dover Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJP0sjU0qo2EcRelmIs09Cb1c
The Royal Standard,4.4,1148,"44 Vanbrugh Park, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJTYCw7DOo2EcRXmjrMxe603Q
The Crown - Blackheath,4.2,722,49 Tranquil Vale,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUdq2QdGp2EcR-9yFeT81Gto
The Old Tigers Head,4.1,349,351 Lee High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJiQDArtyp2EcRSVSIRdXJiWE
The Railway,4.1,1010,16 Blackheath Village,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJk8vgq9Gp2EcRTJO24trEah4
Sun In The Sands,3.6,52,123 Shooters Hill Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJvZsO8Uqo2EcRus0pwPmI0LM
Duke Of Edinburgh,4.6,129,394 Lee High Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ40H2hNyp2EcRkNDfIHed95M
Dacre Arms,4.6,325,11 Kingswood Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJNwRyttmp2EcRXdtgsBX9JV8
The Bugle Horn,4.1,244,6 The Village,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJW-RaW1Co2EcRXE0PuVelD2A
The Crown,4.5,441,176 Trafalgar Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJV8F-ayao2EcRhhE4AD-lubg
The Plume of Feathers,4.6,1007,19 Park Vista,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJj4SiloICdkgRNLxZhNfgDuA
The River Ale House,4.8,366,131 Woolwich Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJw3qfHzuo2EcR2dlbfS0ZNm0
The Pelton Arms,4.5,1016,"The Pelton Arms, 23-25 Pelton Rd",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJhV6rHCeo2EcRZMYqsNXCii0
Hardy's Freehouse,4.4,170,88 Trafalgar Rd,London,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJYbdZ5Ceo2EcRjTtM2zM8_4o
Richard The First,4.4,981,52/54 Royal Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJh2BSQ4YCdkgR5ranJIFKDeo
Trafalgar Tavern,4.4,4836,Park Row,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuYCd54ICdkgRmRF_n6vuMFQ
The Waterman's Arms,4.6,322,1 Glenaffric Ave,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJZYUH53wDdkgRIlElL1PT3_4
Ye Olde Rose & Crown Greenwich,4.3,628,1 Crooms Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJUWFGOIQCdkgRaGAMsjyHbpA
"The Admiral Hardy, Greenwich",4.2,532,7 College Approach,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJhVLQGIUCdkgR0Ev0JLNfo2s
Elephant & Castle Pub,3.9,13,18 Greens End,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJweFApiGp2EcRNMSN9p_ZMS4
"The Pilot, Greenwich",4.4,1919,68 River Way,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ27grNBio2EcRqgZgN5Poq20
The Baring Hall Hotel,4.1,263,368 Baring Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJM3DOdPWp2EcRg77YVQ8PwCg
Woolwich Equitable,4.3,576,"General, Gordon Pl",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJnXeBRuqo2EcRo_X0iqfjpzA
The Angerstein Hotel,4,415,108 Woolwich Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ5QKI1Duo2EcR12zVZnRnxpI
Ye Olde Black Horse,3.9,367,43 Halfway St,Sidcup,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJy8IIFKyu2EcRb8AFaoVNgNo
The Iron Horse,4.1,292,122 Station Rd,Sidcup,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJjyRR4qiu2EcR4EVM8pOaUTM
Pope Street,4.5,435,396 Footscray Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJK0Rogf2p2EcR0zdeo178348
The Hopper's Hut Micropub,4.6,306,"1, Invicta Parade, High St",Sidcup,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJzY3Dahus2EcR62jY2wxrFp8
Whittington,4.2,78,Whittington Way,Pinner,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJo1_xYJFtdkgRQgP0KRyTr0k
The Lord Holmesdale Bromley,4.4,118,184 Homesdale Rd,Bromley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJFyrZSEWq2EcRcBN9mSCzWu8
McCafferty's Bar Harrow,4.6,103,25 Pinner Rd,Harrow,GB,,,Irish pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJgemo3UQTdkgRAJe2aRZp3sM
Pinner Arms - Closed,4,517,Whittington Way,Pinner,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ84O9PLNsdkgR18oT1wzk280
The King's Arms Wandsworth,4.3,1381,94-96 Wandsworth High St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJiTTuHmQPdkgRqsW6CbXppng
The Ship,4.3,2229,41 Jews Row,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJkxWeZ30PdkgRZiJi42dFC8o
East Putney Tavern,4.4,788,94-98 Upper Richmond Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ__9G1xIPdkgR8b0q3CRTk9E
The Tir Na N Og,4.5,260,107 Garratt Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJnzEaj2APdkgR00PO2EncZw8
Churchills,4.4,200,151 St John's Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJFw6g2o8FdkgRq8cgI-xxjCc
The Anchor,4.2,208,61 Holgate Ave,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJB7xVUYQFdkgRvfta7yKCMEM
The Waterfront,4.2,1191,"baltimore house, Juniper Dr",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJBXKAoocFdkgRQxgnX1wM-B0
Hawkins Forge,4.4,708,"110 Battersea Rise, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ6YDuO5cFdkgR7vGzEUtYbs0
The Boathouse,4.1,940,32 Brewhouse Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJk-Y-4AwPdkgRP83Y4EB22wA
St John’s Tavern,4.5,80,147 St John's Hill,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJX6NIsSoFdkgRhF-kBgrroF0
The Harold,4.1,294,51 Station Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJxbYOUX-72EcRvtaHZfOVjSA
Gidea Park Micropub Romford,4.7,304,236 Main Rd,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJL3nKtpi72EcRGYyiJMVX6WU
The Saxon King,4.3,110,Petersfield Ave,Romford,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJK1aUc3682EcRLBgu6kJa7uw
Stag's Head Barnes,4.3,152,24 Priests Bridge,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuxIuYvEOdkgRpmZDHhXC8V0
White Hart Barnes,4.3,1392,The Terrace,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_c_qDvUOdkgR3wyHRGTRAV0
"The Gun, Docklands",4.5,2131,"Docklands, 27 Coldharbour",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJGdgRt6UCdkgRfP95cuqWvm0
The George,4.2,943,114 Glengall Grove,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJGR6WM70CdkgRtjCcP3V7bzM
The Ledger Building,4.2,3765,"West India Quay, 4 Hertsmere Rd",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ4TTS0MkCdkgRmGGFTrT6g5I
Hope and Anchor,4.3,99,14 Newby Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJL69-_LECdkgRhLa7D5NWqls
Rocket,4.5,392,2 Churchill Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJeaZTf7oCdkgRfYrr9sazpX4
The Greenwich Pensioner,4.8,37,"The Greenwich Pensioner, 28 Bazely St",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJI5FS6jgDdkgRVO5hnQY2SEg
The Observatory,4.4,434,"The Observatory, The Millennium Dome Millennium Way, 31 Entertainment Avenue, 31 Entertainment Avenue",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ53RE6Qup2EcRXKKe7CosKEM
The Manor Arms,4.3,137,150 E India Dock Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJIxiUFbQCdkgROb7YDBcAqiY
The Ship,4.5,412,290 Westferry Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJceQc7pMCdkgRWGVlNsoF3O0
Harvester Beehive Ilford,4.1,1378,147 Beehive Ln,Ilford,GB,,,Family restaurant,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCV1pysKm2EcRWp32SNk5-pk
Enderby House,4.2,599,23 Telegraph Ave,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJVZZLAkep2EcRUvs5lDzX39U
The Lord Nelson,4.1,168,1 Manchester Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJHbqUopACdkgRNZT2XfnuntM
The Festival Inn,4,63,72 Kerbey St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJj6L5-7ICdkgRUrWZuJrEN-s
The Yacht,4.1,1126,5 Crane St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJGc8P3ZwCdkgRsPN5-7LiLSo
The Gipsy Moth,4.3,3697,"60 Greenwich Church St, Greater",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJh9WHPoUCdkgRmJwRkyr37LU
The Stargazer - JD Wetherspoon,3.4,117,"The O2, Peninsula Square",London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJx6Qy0syp2EcRqhM6ofjTxAs
Kings Arms,4.2,1264,16 King William Walk,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ_3qKWIQCdkgRDQf1RGTm2Q4
Royal Forest Brewers Fayre,3.6,1352,4 Ranger's Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCb36kI6g2EcRUF8KTmf2Fro
Harvester Crooked Billet Bromley,4,1770,286 Southborough Ln,Bromley,GB,,,Family restaurant,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJqQl__qer2EcR02fEAZunsz4
BrewDog Canary Wharf,4,509,2 Churchill Pl,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJp0vw00YDdkgRIRg9UcmlWX4
Callaghann's,3.5,40,55 Chrisp St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJ0VgP57ICdkgRRs9e9IDqTM0
The Stag & Lantern Micropub,4.8,113,11-12 The Broadway,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJuWA70dkfdkgRRMKn18gt3QM
O'Neill's Bromley,3.9,1077,27-29 East St,Bromley,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJefvJRGyq2EcRBIoAv5tW0ug
Furlong,4.2,169,89 Colney Hatch Ln,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJX1YKTocZdkgRRE9aZYNDc_g
The Woodhouse,4.5,158,230 Woodhouse Rd,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJb6oK-pIZdkgRsmzjJhGXoD0
Duke Of York,4.1,774,8 Dering St,London,GB,,,Pub,https://www.google.com/maps/search/?api=1&query=pub&query_place_id=ChIJCyq5RSsFdkgRqMS5jf0nui0
