"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","categoryName","city","countryCode","isAdvertisement","location/lat","location/lng","neighborhood","permanentlyClosed","placeId","postalCode","rank","reviewsCount","searchPageLoadedUrl","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url"
"9 Newington Causeway, London SE1 6ED, United Kingdom","Sandwich shop","Cafe",,,,,,,,,,"Sandwich shop","London","GB","false","51.4991567","-0.0965419","9 Newington Causeway","false","ChIJh2xkwpoFdkgRrGBvw0wzIGs","SE1 6ED","86","12","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"9 Newington Causeway","true","The Sandwich Box","4.3","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJh2xkwpoFdkgRrGBvw0wzIGs"
"7 Berkeley Square, London W1J 6ES, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Coffee roasters","Coffee shop","Coffee store","Kitchen furniture store","Lunch restaurant","Salad shop",,"Sandwich shop","London","GB","false","51.509491","-0.144583","7 Berkeley Square","false","ChIJLRAXYykFdkgR52YTXGm4mbg","W1J 6ES","87","426","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"7 Berkeley Square","false","Pret A Manger","4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJLRAXYykFdkgR52YTXGm4mbg"
"19 Lovibond Ln, London SE10 9FY, United Kingdom","Sandwich shop","Cafe","Takeout Restaurant","Vietnamese restaurant",,,,,,,,"Sandwich shop","London","GB","false","51.4774784","-0.0157278","19 Lovibond Ln","false","ChIJG0ujgZYLdkgRV24Omz2xP98","SE10 9FY","88","222","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"19 Lovibond Ln","false","Banh Mi Leo","4.4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJG0ujgZYLdkgRV24Omz2xP98"
"96 Lordship Ln, London SE22 8HF, United Kingdom","Sandwich shop","Cafe","Coffee shop","Health food restaurant","Modern European restaurant","Juice shop","Scandinavian restaurant",,,,,"Sandwich shop","London","GB","false","51.457483","-0.075608","96 Lordship Ln","false","ChIJYfusn6cDdkgRsgxY6y3nmqo","SE22 8HF","91","32","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"96 Lordship Ln","false","JOE & THE JUICE","3","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJYfusn6cDdkgRsgxY6y3nmqo"
"19 Balham High Rd, London SW12 9AL, United Kingdom","Sandwich shop","Breakfast restaurant","Brunch restaurant","Coffee store","Cafe",,,,,,,"Sandwich shop","London","GB","false","51.4475152","-0.1486357","19 Balham High Rd","false","ChIJA-3HDMEFdkgRYsq1ulMm5Dw","SW12 9AL","93","261","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"19 Balham High Rd","false","Nata's Coffee Bar - Balham","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJA-3HDMEFdkgRYsq1ulMm5Dw"
"217 Tooting High St, London SW17 0SZ, United Kingdom","Sandwich shop","Breakfast restaurant","Brunch restaurant","Cocktail bar","Lunch restaurant","Coffee shop","Wine bar",,,,,"Sandwich shop","London","GB","false","51.4236242","-0.1722383","217 Tooting High St","false","ChIJ15HT5A4GdkgRmTlP8bCrxag","SW17 0SZ","94","296","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"217 Tooting High St","false","Nata's Coffee Bar -Tooting","4.5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ15HT5A4GdkgRmTlP8bCrxag"
"Unit 25 Brixton Plaza, 416 Brixton Rd, London SW9 7AY, United Kingdom","Sandwich shop","Colombian restaurant","Tapas restaurant",,,,,,,,,"Sandwich shop","London","GB","false","51.4645738","-0.1145862","Unit 25 Brixton Plaza, 416 Brixton Rd","false","ChIJnRudQVsFdkgRtPa_e1BncwY","SW9 7AY","95","3","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"Unit 25 Brixton Plaza, 416 Brixton Rd","false","N’Doz Gourmet","5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJnRudQVsFdkgRtPa_e1BncwY"
"2-3 Thayer St, London W1U 3JD, United Kingdom","Sandwich shop","Breakfast restaurant","French restaurant","Patisserie",,,,,,,,"Sandwich shop","London","GB","false","51.5181437","-0.1516637","2-3 Thayer St","false","ChIJEUB3ZtIadkgReb2fwy5f2lk","W1U 3JD","96","556","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"2-3 Thayer St","false","Bonne Bouche Marylebone · Patisserie, Lunches & Coffee","4.2","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJEUB3ZtIadkgReb2fwy5f2lk"
"73 Gloucester Rd, South Kensington, London SW7 4SS, United Kingdom","Sandwich shop","Bakery","Cafe","Coffee shop","Patisserie",,,,,,,"Sandwich shop","London","GB","false","51.4948429","-0.1824649","73 Gloucester Rd","false","ChIJCfZhDl4FdkgRBopcrZZapRQ","SW7 4SS","97","509","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"73 Gloucester Rd","false","PAUL Gloucester Road","4.2","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJCfZhDl4FdkgRBopcrZZapRQ"
"41 Brockley Rise, London SE23 1JG, United Kingdom","Sandwich shop","Bakery","Breakfast restaurant","Brunch restaurant","Family restaurant","Gluten-free restaurant","Takeout Restaurant","Coffee shop","Tea store","Vegetarian cafe and deli",,"Sandwich shop","London","GB","false","51.4440647","-0.0428023","41 Brockley Rise","false","ChIJ8z0xSzICdkgRy9McWT7TrGU","SE23 1JG","98","222","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"41 Brockley Rise","false","☕️No. 41 Coffee & Kitchen","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ8z0xSzICdkgRy9McWT7TrGU"
"212A Eardley Rd, London SW16 5TF, United Kingdom","Sandwich shop","Deli","Coffee shop",,,,,,,,,"Sandwich shop","London","GB","false","51.4178858","-0.1361768","212A Eardley Rd","false","ChIJx25d4IgGdkgRC57sntCuocc","SW16 5TF","99","131","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"212A Eardley Rd","false","Piccolino Cafe","4.8","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJx25d4IgGdkgRC57sntCuocc"
"404 Garratt Ln, London SW18 4HP, United Kingdom","Sandwich shop","Breakfast restaurant","Brunch restaurant","Cafe","Espresso bar","Lunch restaurant","Coffee shop",,,,,"Sandwich shop","London","GB","false","51.4406097","-0.1870517","404 Garratt Ln","false","ChIJ_xt8D_gFdkgRfPJmAyE3Yn8","SW18 4HP","100","222","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.0882505,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.08825054999999987,15z?hl=en","sandwich shop",,"404 Garratt Ln","false","Belle Amie","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ_xt8D_gFdkgRfPJmAyE3Yn8"
"158a Heath Rd, Twickenham TW1 4BH, United Kingdom","Sandwich shop",,,,,,,,,,,"Sandwich shop","Twickenham","GB","false","51.4454295","-0.3373368","158a Heath Rd","false","ChIJDSKFi44MdkgRdQEV47q0bOw","TW1 4BH","1","18","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"158a Heath Rd","false","Heath's Sandwich Bar","4.7","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJDSKFi44MdkgRdQEV47q0bOw"
"21 King St, Twickenham TW1 3SD, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Coffee roasters","Coffee shop","Coffee store","Lunch restaurant","Mental health clinic","Salad shop",,"Sandwich shop","Twickenham","GB","false","51.4458065","-0.3287942","21 King St","false","ChIJrZ19yxYNdkgRzfSvbEerCz4","TW1 3SD","2","43","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"21 King St","false","Pret A Manger","2.8","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJrZ19yxYNdkgRzfSvbEerCz4"
"28 Church St, Twickenham TW1 3NJ, United Kingdom","Sandwich shop","Breakfast restaurant","Takeout Restaurant","Coffee shop",,,,,,,,"Sandwich shop","Twickenham","GB","false","51.446622","-0.3277671","28 Church St","false","ChIJmUyHjWEMdkgR3aXsw_mCkm0","TW1 3NJ","3","175","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"28 Church St","false","Snax Coffee Shop","4.5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJmUyHjWEMdkgR3aXsw_mCkm0"
"Ground Floor, 31 London Rd, Twickenham TW1 3SZ, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","Twickenham","GB","false","51.4476199","-0.3289424","Ground Floor, 31 London Rd","false","ChIJg8yveooMdkgRq2H_l2mZdQw","TW1 3SZ","4","138","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Ground Floor, 31 London Rd","false","Subway","3.7","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJg8yveooMdkgRq2H_l2mZdQw"
"40 High St, Hampton Wick, Kingston upon Thames KT1 4DB, United Kingdom","Sandwich shop",,,,,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4130032","-0.3110323","40 High St","false","ChIJVUUTyLYLdkgRPrWVPYQISXs","KT1 4DB","5","11","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"40 High St","false","Cheese & Pickle","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJVUUTyLYLdkgRPrWVPYQISXs"
"1 Church St, Kingston upon Thames KT1 1JP, United Kingdom","Sandwich shop","Coffee shop",,,,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4100473","-0.3058009","1 Church St","false","ChIJKycZHsALdkgRdKnLG1WJAIU","KT1 1JP","6","344","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"1 Church St","false","Pret a Manger","4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJKycZHsALdkgRdKnLG1WJAIU"
"48 Coombe Rd, Kingston upon Thames KT2 7AF, United Kingdom","Sandwich shop","Fast food restaurant",,,,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.412382","-0.287271","48 Coombe Rd","false","ChIJ8QvZ1OYLdkgRr3eNN5aNOmE","KT2 7AF","7","57","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"48 Coombe Rd","false","Norbiton kitchen","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ8QvZ1OYLdkgRr3eNN5aNOmE"
"119 High Street Whitton, London TW2 7LG, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","London","GB","false","51.4499015","-0.3576348","119 High Street Whitton","false","ChIJf4f3Nr8MdkgRgGzNAOUejVs","TW2 7LG","8","81","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"119 High Street Whitton","false","Subway","3.8","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJf4f3Nr8MdkgRgGzNAOUejVs"
"18 Castle St, London, Kingston upon Thames KT1 1SS, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4115061","-0.3017802","18 Castle St","false","ChIJUWjdmsALdkgROOg4bWuTaO8","KT1 1SS","9","331","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"18 Castle St","false","Subway","4.2","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJUWjdmsALdkgROOg4bWuTaO8"
"37 Lower George St, Richmond TW9 1HU, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Business management consultant","Coffee roasters","Coffee shop","Coffee store","Lunch restaurant","Salad shop",,"Sandwich shop","Richmond","GB","false","51.4608931","-0.3035163","37 Lower George St","false","ChIJ-1iDOjgMdkgRB3jN4gjY8c8","TW9 1HU","10","537","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"37 Lower George St","false","Pret A Manger","4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ-1iDOjgMdkgRB3jN4gjY8c8"
"Wolverton House, 33 Coombe Rd, Norbiton, Kingston upon Thames KT2 7AY, United Kingdom","Sandwich shop","Cafe","Fast food restaurant","Snack bar",,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4128434","-0.2839342","Wolverton House, 33 Coombe Rd","false","ChIJb_bIqOELdkgRNX0LLUMcw6I","KT2 7AY","11","34","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Wolverton House, 33 Coombe Rd","false","Snacks Corner","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJb_bIqOELdkgRNX0LLUMcw6I"
"6, Westminster House, Kew Rd, Richmond, London TW9 2ND, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","London","GB","false","51.463724","-0.3014804","6, Westminster House, Kew Rd","false","ChIJGWs-x9INdkgRKj4e52Q_Rx0","TW9 2ND","12","94","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"6, Westminster House, Kew Rd","false","Subway","3.1","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJGWs-x9INdkgRKj4e52Q_Rx0"
"158 High St, Hounslow TW3 1LR, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","Hounslow","GB","false","51.4698037","-0.3611327","158 High St","false","ChIJWx9MGdkMdkgRi9Se_0eIbJI","TW3 1LR","14","262","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"158 High St","false","Subway","4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJWx9MGdkMdkgRi9Se_0eIbJI"
"Treaty Centre Unit 7B, Hounslow TW3 1ES, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","Hounslow","GB","false","51.4679744","-0.3638424","Treaty Centre Unit 7B","false","ChIJWx9MGdkMdkgRD9svwkoZrx8","TW3 1ES","15","296","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Treaty Centre Unit 7B","false","Subway","3.9","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJWx9MGdkMdkgRD9svwkoZrx8"
"Station Platform, 2 Kew Rd, Richmond TW9 2NA, United Kingdom","Sandwich shop","Cafe","Takeout Restaurant",,,,,,,,,"Sandwich shop","Richmond","GB","false","51.463072","-0.3012027","Station Platform, 2 Kew Rd","false","ChIJKc9CIzcMdkgRhJL4FAM38bc","TW9 2NA","16","45","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Station Platform, 2 Kew Rd","false","Bagels Already","4.3","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJKc9CIzcMdkgRhJL4FAM38bc"
"A307, Station, Kingston upon Thames KT1 1UJ, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Coffee roasters","Coffee shop","Coffee store","Lunch restaurant","Salad shop","Sports medicine clinic",,"Sandwich shop","Kingston upon Thames","GB","false","51.4126805","-0.3011669","A307, Station","false","ChIJfdsbrusLdkgRVkriW09WPac","KT1 1UJ","17","102","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"A307, Station","false","Pret A Manger","3.9","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJfdsbrusLdkgRVkriW09WPac"
"Unit 1, 29-45 Hampton Rd W, London, Feltham TW13 6AP, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","Feltham","GB","false","51.4399353","-0.3873317","Unit 1, 29-45 Hampton Rd W","false","ChIJBSDjO1BzdkgRR-iWwCRrKJg","TW13 6AP","18","86","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Unit 1, 29-45 Hampton Rd W","false","Subway Feltham","3.5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJBSDjO1BzdkgRR-iWwCRrKJg"
"85-87 Clarence St, Kingston upon Thames KT1 1RB, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Coffee roasters","Coffee shop","Coffee store","Credit union","Lunch restaurant","Salad shop",,"Sandwich shop","Kingston upon Thames","GB","false","51.41095","-0.30413","85-87 Clarence St","false","ChIJr4xg46oLdkgRVoyMparxQJE","KT1 1RB","20","114","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"85-87 Clarence St","false","Pret A Manger","3.9","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJr4xg46oLdkgRVoyMparxQJE"
"Twickenham Rd, London TW7 6AF, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","London","GB","false","51.4734627","-0.3233799","Twickenham Rd","false","ChIJ8z2RaC4NdkgREoqDpETO9nM","TW7 6AF","21","8","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Twickenham Rd","false","Subway","4","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ8z2RaC4NdkgREoqDpETO9nM"
"198 High St, Hounslow TW3 1HL, United Kingdom","Sandwich shop","Bakery","Bar","Breakfast restaurant","Coffee roasters","Coffee shop","Coffee store","Lunch restaurant","Medical spa","Salad shop",,"Sandwich shop","Hounslow","GB","false","51.46944","-0.35957","198 High St","false","ChIJlQkdaM8NdkgRERjkMqJdNhI","TW3 1HL","22","85","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"198 High St","false","Pret A Manger","3.5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJlQkdaM8NdkgRERjkMqJdNhI"
"Station Parade, 3 Boston Manor Rd, Brentford TW8 8DZ, United Kingdom","Sandwich shop","Cafe",,,,,,,,,,"Sandwich shop","Brentford","GB","false","51.487514","-0.3112667","Station Parade, 3 Boston Manor Rd","false","ChIJFXZaWrkNdkgRVGbrx4iZyeo","TW8 8DZ","23","85","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Station Parade, 3 Boston Manor Rd","false","Boston Sandwich Bar","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJFXZaWrkNdkgRVGbrx4iZyeo"
"16 The Triangle, Kingston upon Thames KT1 3RT, United Kingdom","Sandwich shop",,,,,,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4088011","-0.2746409","16 The Triangle","false","ChIJ89JjWT0JdkgRqumYA1zBUIs","KT1 3RT","25","4","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"16 The Triangle","false","Wild Pitta","5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ89JjWT0JdkgRqumYA1zBUIs"
"Ground Floor, 111-113, High St, London KT3 4BP, United Kingdom","Sandwich shop","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,,,"Sandwich shop","London","GB","false","51.4003752","-0.2558949","Ground Floor, 111-113, High St","false","ChIJWw2IkxIJdkgRiRwiVJ7igmw","KT3 4BP","27","98","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"Ground Floor, 111-113, High St","false","Subway","4.1","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJWw2IkxIJdkgRiRwiVJ7igmw"
"6A, Food for Thought, 7 apple Market, Kingston upon Thames KT1 1JE, United Kingdom","Sandwich shop","Breakfast restaurant","Takeout Restaurant","Restaurant","Cafe",,,,,,,"Sandwich shop","Kingston upon Thames","GB","false","51.4092498","-0.3058121","6A, Food for Thought, 7 apple Market","false","ChIJAdrq478LdkgRerhcTjVIrIo","KT1 1JE","28","545","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"6A, Food for Thought, 7 apple Market","false","The Terrace Eatery","3.9","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJAdrq478LdkgRerhcTjVIrIo"
"27 Broad St, Teddington TW11 8QZ, United Kingdom","Sandwich shop","Breakfast restaurant","Coffee shop","Pizza delivery","Pizza Takeout","Pizza restaurant",,,,,,"Sandwich shop","Teddington","GB","false","51.4261417","-0.3386806","27 Broad St","false","ChIJ8apHlnwLdkgRTMFfNVL3h3c","TW11 8QZ","31","232","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"27 Broad St","false","Cafe Mimmo & Pizza","4.6","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ8apHlnwLdkgRTMFfNVL3h3c"
"160 Uxbridge Rd, London W7 3TB, United Kingdom","Sandwich shop","Takeout Restaurant",,,,,,,,,,"Sandwich shop","London","GB","false","51.508428","-0.3398111","160 Uxbridge Rd","false","ChIJ5aQVTHsNdkgRr_ONnxwLHe4","W7 3TB","32","1","https://www.google.com/maps/search/sandwich+shop/@51.4360388,-0.3267185,15z/data=!4m2!2m1!6e5?hl=en&entry=ttu","https://www.google.com/maps/search/sandwich%20shop/@51.436038826682676,-0.3267184528631785,15z?hl=en","sandwich shop",,"160 Uxbridge Rd","false","G's Sandwich Bar","5","https://www.google.com/maps/search/?api=1&query=sandwich shop&query_place_id=ChIJ5aQVTHsNdkgRr_ONnxwLHe4"
